true_strain,true_stress_MPa
9.599539685423504e-05,14.400733839274643
0.00019198157947676963,28.80293816041887
0.0003359435526646659,50.40899411028495
0.0005518476976681744,82.82427654082949
0.0008756165379513829,131.46111627521734
0.0013610732781402402,204.44770793239906
0.0020888168334493628,313.99802208539217
0.003179440257445686,478.48172998499933
0.004813148320762112,725.5626093523588
0.007258716911754443,861.6005135865271
0.0096983189896953,866.867004865118
0.012131983890749251,871.8759852392251
0.014559740442984458,876.9032096124922
0.018190359663747158,885.3033231692527
0.02180784515776989,893.0448341369372
0.025412291604888372,900.7198147938124
0.030080934535362116,911.2823556723049
0.03472788248591588,919.9197982903314
0.03935333844770133,928.302491039872
0.04395749575263054,937.2859636195092
0.04854055190897385,946.1060471824277
0.053102694928746016,954.7803972793938
0.057644123786593525,963.3154690104857
0.06216502127499584,971.8523398054299
0.06666557219952855,980.4084751060974
0.07114595888175333,988.9837322696989
0.07560636120353711,997.4546338171849
0.08004695665038684,1005.8589613623619
0.08446792473596657,1014.2617699562936
0.08886942513284565,1022.6793180674035
0.093251645878242,1031.1132887510228
0.09761473787320447,1039.4425119670686
0.10195888457641493,1047.7311518497838
0.10628423269105512,1056.0195006601045
0.11059095271344929,1064.3209939438589
0.11487921290974301,1072.6370364913755
0.11914915395802445,1080.8459288187476
0.12340094853226653,1089.024242182662
0.12763473346600446,1097.2017988461005
0.13185067736749692,1105.391259556193
0.13604891335670627,1113.5937193063646
0.14022960610921273,1121.6910091799487
0.14439288515691714,1129.7591587978134
0.1485389113703042,1137.8259037578107
0.15266781081352349,1145.9030310411752
0.15677973252147223,1153.9920468945131
0.16087483178415235,1161.9834646951222
0.1649532134067363,1169.940782023292
0.16901502937086962,1177.8954240974542
0.17306041370583014,1185.8595803414341
0.1770895147987946,1193.8342373088897
0.18110243144504867,1201.7249516816328
0.18509930893365764,1209.3636746205912
0.18908027496764462,1217.3129371368364
0.1930454714559608,1225.2471343572402
0.1969949915753769,1232.9248225355018
0.20092897433063422,1240.824430402547
0.20484754149045636,1248.636440719748
0.2087508133976715,1256.185554323908
0.21263892441131166,1264.0227764252274
0.2165119611890649,1271.8438984849863
0.2203700554074116,1279.3664349892438
0.22421332192311286,1287.0886778371816
0.22804188945794862,1294.5659507541359
0.23185583982412458,1302.318621726986
0.23565529922323505,1309.817134060798
0.23944037735442872,1317.5648313355503
0.2432111976315201,1324.9483409641161
0.24696783732302785,1332.5744646767378
0.2507104174729235,1339.9488382834645
0.25443904292698044,1347.58796641244
0.2581538320963514,1354.9758001532089
0.2618548579851641,1362.5080964814126
0.2655422367740966,1369.7801393992565
0.26921606873767956,1377.2937632092553
0.27287646756779604,1384.558940989286
0.27652350226294653,1392.0841588855274
0.28015728441388216,1399.2860322831941
0.2837779099858148,1406.6923618542478
0.2873854739053507,1413.8429638291896
0.29098007007542454,1421.2446448294072
0.2945618198040399,1428.4009938653148
0.29813075806114814,1435.7813462926447
0.3016870042816444,1442.8295628544874
0.3052306484178403,1450.110284143776
0.3087617794691439,1457.1474948299044
0.31228048549547244,1464.4363639222533
0.31578685363042885,1471.4821576557795
0.31928097009424794,1478.6716225666926
0.3227629202065186,1485.6078893493336
0.3262328159269571,1492.7744367100934
0.329690685659573,1499.7008809524625
0.33313663972011104,1506.8745006084143
0.3365707599484341,1513.757629185319
0.33999312734414394,1520.8195207203178
0.34340382207804554,1527.6348365535957
0.3468029235034154,1534.6884179708698
0.3501905101670789,1541.5053535966426
0.3535666866063121,1548.564637478344
0.3569314761255313,1555.2768570896797
0.36028498179341595,1562.2229876069723
0.36362727903807784,1568.9270761422288
0.36695844253383647,1575.866240568727
0.37027854621122946,1582.571941824261
0.37358766326685844,1589.4664178814887
0.37688586617307085,1596.071130169276
0.3801732527702079,1602.8944674657657
0.3834498418597551,1609.4861724325117
0.3867157299664219,1616.3127257689575
0.389970986759226,1622.9081617150455
0.39321568122902,1629.6412856061052
0.39644988169726336,1636.1354750346393
0.3996736558246554,1642.603868844211
0.402887070619628,1649.3963611957058
0.4060901924467024,1655.921192742683
0.40928311236911796,1662.3770491973164
0.41246584473880404,1669.0669886397197
0.4156384794527921,1675.4820839683525
0.4188010803808994,1681.852855879426
0.421953710788868,1688.5298215914218
0.4250964333459591,1694.9424561234712
0.42822931013242654,1701.2528833432943
0.4313524026468757,1707.8283781255782
0.4344657965178887,1714.1344243848696
0.4375695026170731,1720.3966079327838
0.44066360552251305,1726.9601530296652
0.44374816447753795,1733.263133446239
0.4468232381789423,1739.4366573776751
0.4498888847836886,1745.8992300274224
0.45294516191550704,1752.0967860171793
0.45599212667139405,1758.251633125607
0.4590298597329463,1764.7024476599356
0.4620583688800375,1770.8830481157004
0.4650777338457436,1776.9469141123373
0.4680880096831646,1783.2901516801494
0.4710892509497167,1789.3788782201743
0.4740815117130649,1795.42741530554
0.4770648455569671,1801.7678593666556
0.4800393055870322,1807.8227719956562
0.48300494443639197,1813.7812521618791
0.48596183773569346,1820.0144324091264
0.48890999019191217,1825.9970928756147
0.49184947658783446,1831.9399006120452
0.4947803477217451,1838.1696998580694
0.49770267713710753,1844.1049423681648
0.5006164451751354,1849.9589219729978
0.5035217939411122,1855.8354509598018
0.5064186801243591,1862.0103298724143
0.5093072444384578,1867.9096971047225
0.5121874432611339,1873.7519609294459
0.515059415940038,1879.5666866663246
0.5179231185544785,1885.6447281642259
0.5207786891112818,1891.444698500745
0.5236261285982143,1897.1864912524522
0.5264654381233179,1902.9528288558722
0.5292967537278545,1909.0133260974958
0.5321200307998685,1914.74779740151
0.5349354040997998,1920.4018900395931
0.5377428287600102,1926.0712126667202
0.5405424382830638,1931.773155955225
0.5433341875569462,1937.7569896008595
0.5461182088487174,1943.4566859869212
