Time,Load,Stress,Strain
139.863,7.439,247.9666667,6.42E-02
140.861,7.448,248.2666667,6.42E-02
141.861,7.482,249.4,6.43E-02
142.86,7.523,250.7666667,6.44E-02
143.859,7.527,250.9,6.44E-02
144.857,7.527,250.9,6.45E-02
145.856,7.544,251.4666667,6.45E-02
146.856,7.582,252.7333333,6.46E-02
147.854,7.598,253.2666667,6.47E-02
148.853,7.636,254.5333333,6.48E-02
149.851,7.66,255.3333333,6.49E-02
150.851,7.671,255.7,6.51E-02
151.851,7.677,255.9,6.53E-02
152.85,7.684,256.1333333,6.54E-02
153.848,7.699,256.6333333,6.55E-02
154.848,7.714,257.1333333,6.56E-02
155.847,7.725,257.5,6.58E-02
156.846,7.716,257.2,6.58E-02
157.845,7.613,253.7666667,6.58E-02
158.844,7.561,252.0333333,6.58E-02
159.843,7.538,251.2666667,6.58E-02
160.842,7.529,250.9666667,6.58E-02
161.841,7.409,246.9666667,6.58E-02
162.84,7.387,246.2333333,6.58E-02
163.838,7.393,246.4333333,6.59E-02
164.837,7.408,246.9333333,6.57E-02
165.835,7.401,246.7,6.59E-02
166.836,7.396,246.5333333,6.58E-02
167.834,7.424,247.4666667,6.59E-02
168.834,7.447,248.2333333,6.58E-02
169.832,7.466,248.8666667,6.59E-02
170.831,7.442,248.0666667,6.59E-02
171.832,7.435,247.8333333,6.58E-02
172.83,7.427,247.5666667,6.58E-02
173.829,7.403,246.7666667,6.58E-02
174.828,7.392,246.4,6.58E-02
175.827,7.412,247.0666667,6.59E-02
176.827,7.408,246.9333333,6.58E-02
177.824,7.382,246.0666667,6.59E-02
178.823,7.39,246.3333333,6.59E-02
179.823,7.444,248.1333333,6.59E-02
180.822,7.487,249.5666667,6.59E-02
181.821,7.524,250.8,6.59E-02
182.819,7.551,251.7,6.60E-02
183.819,7.565,252.1666667,6.60E-02
184.817,7.434,247.8,6.59E-02
185.817,7.413,247.1,6.60E-02
186.815,7.438,247.9333333,6.60E-02
187.815,7.471,249.0333333,6.60E-02
188.815,7.455,248.5,6.60E-02
189.814,7.386,246.2,6.59E-02
190.812,7.375,245.8333333,6.60E-02
191.811,7.41,247,6.60E-02
192.811,7.436,247.8666667,6.60E-02
193.809,7.489,249.6333333,6.60E-02
194.809,7.532,251.0666667,6.60E-02
195.808,7.566,252.2,6.61E-02
196.804,7.588,252.9333333,6.61E-02
197.804,7.6,253.3333333,6.60E-02
198.803,7.597,253.2333333,6.60E-02
199.802,7.567,252.2333333,6.59E-02
200.801,7.539,251.3,6.60E-02
201.801,7.582,252.7333333,6.60E-02
202.801,7.647,254.9,6.60E-02
203.798,7.653,255.1,6.60E-02
204.798,7.667,255.5666667,6.60E-02
205.796,7.72,257.3333333,6.62E-02
206.795,7.765,258.8333333,6.62E-02
207.795,7.776,259.2,6.61E-02
208.793,7.752,258.4,6.63E-02
209.794,7.764,258.8,6.63E-02
210.791,7.818,260.6,6.64E-02
211.79,7.859,261.9666667,6.65E-02
212.789,7.884,262.8,6.66E-02
213.788,7.898,263.2666667,6.68E-02
214.788,7.909,263.6333333,6.69E-02
215.788,7.918,263.9333333,6.72E-02
216.786,7.924,264.1333333,6.73E-02
217.784,7.936,264.5333333,6.76E-02
218.785,7.95,265,6.79E-02
219.784,7.959,265.3,6.82E-02
220.78,7.967,265.5666667,6.84E-02
221.782,7.975,265.8333333,6.87E-02
222.78,7.975,265.8333333,6.89E-02
223.779,7.981,266.0333333,6.92E-02
224.778,7.996,266.5333333,6.93E-02
225.777,8.008,266.9333333,6.97E-02
226.776,8.019,267.3,7.00E-02
227.775,8.034,267.8,7.04E-02
228.774,8.045,268.1666667,7.07E-02
229.772,8.054,268.4666667,7.11E-02
230.772,8.062,268.7333333,7.15E-02
231.77,8.072,269.0666667,7.18E-02
232.771,8.079,269.3,7.22E-02
233.769,8.087,269.5666667,7.25E-02
234.767,8.094,269.8,7.29E-02
235.768,8.102,270.0666667,7.32E-02
236.767,8.109,270.3,7.36E-02
237.766,8.117,270.5666667,7.39E-02
238.764,8.124,270.8,7.43E-02
239.764,8.131,271.0333333,7.46E-02
240.763,8.138,271.2666667,7.49E-02
241.763,8.147,271.5666667,7.52E-02
242.759,8.153,271.7666667,7.56E-02
243.759,8.16,272,7.59E-02
244.758,8.167,272.2333333,7.63E-02
245.756,8.174,272.4666667,7.66E-02
246.757,8.182,272.7333333,7.70E-02
247.754,8.188,272.9333333,7.74E-02
248.754,8.194,273.1333333,7.77E-02
249.753,8.201,273.3666667,7.80E-02
250.754,8.208,273.6,7.83E-02
251.751,8.215,273.8333333,7.86E-02
252.751,8.222,274.0666667,7.89E-02
253.75,8.228,274.2666667,7.92E-02
254.748,8.236,274.5333333,7.95E-02
255.749,8.241,274.7,8.00E-02
256.748,8.247,274.9,8.03E-02
257.745,8.253,275.1,8.06E-02
258.744,8.26,275.3333333,8.09E-02
259.744,8.266,275.5333333,8.12E-02
260.744,8.272,275.7333333,8.15E-02
261.741,8.278,275.9333333,8.18E-02
262.74,8.285,276.1666667,8.22E-02
263.738,8.292,276.4,8.25E-02
264.739,8.297,276.5666667,8.29E-02
265.736,8.303,276.7666667,8.32E-02
266.737,8.309,276.9666667,8.35E-02
267.736,8.315,277.1666667,8.38E-02
268.735,8.321,277.3666667,8.41E-02
269.735,8.327,277.5666667,8.45E-02
270.732,8.333,277.7666667,8.48E-02
271.731,8.338,277.9333333,8.51E-02
272.73,8.345,278.1666667,8.54E-02
273.731,8.35,278.3333333,8.57E-02
274.728,8.356,278.5333333,8.60E-02
275.728,8.362,278.7333333,8.64E-02
276.728,8.367,278.9,8.67E-02
277.726,8.373,279.1,8.71E-02
278.725,8.379,279.3,8.74E-02
279.725,8.385,279.5,8.77E-02
280.724,8.391,279.7,8.80E-02
281.723,8.396,279.8666667,8.83E-02
282.721,8.401,280.0333333,8.86E-02
283.721,8.407,280.2333333,8.89E-02
284.719,8.412,280.4,8.92E-02
285.717,8.417,280.5666667,8.96E-02
286.716,8.423,280.7666667,9.00E-02
287.717,8.428,280.9333333,9.03E-02
288.716,8.433,281.1,9.06E-02
289.714,8.439,281.3,9.10E-02
290.712,8.443,281.4333333,9.13E-02
291.712,8.449,281.6333333,9.16E-02
292.71,8.454,281.8,9.18E-02
293.711,8.459,281.9666667,9.21E-02
294.71,8.464,282.1333333,9.25E-02
295.707,8.469,282.3,9.29E-02
296.707,8.475,282.5,9.32E-02
297.707,8.48,282.6666667,9.35E-02
298.704,8.485,282.8333333,9.38E-02
299.705,8.49,283,9.43E-02
300.704,8.496,283.2,9.45E-02
301.702,8.501,283.3666667,9.49E-02
302.701,8.505,283.5,9.52E-02
303.699,8.51,283.6666667,9.56E-02
304.7,8.514,283.8,9.58E-02
305.699,8.52,284,9.61E-02
306.695,8.525,284.1666667,9.65E-02
307.696,8.53,284.3333333,9.69E-02
308.696,8.534,284.4666667,9.71E-02
309.695,8.539,284.6333333,9.76E-02
310.693,8.544,284.8,9.78E-02
311.692,8.549,284.9666667,9.82E-02
312.691,8.553,285.1,9.85E-02
313.69,8.558,285.2666667,9.88E-02
314.69,8.564,285.4666667,9.91E-02
315.687,8.568,285.6,9.95E-02
316.687,8.572,285.7333333,9.98E-02
317.688,8.577,285.9,1.00E-01
318.686,8.581,286.0333333,1.01E-01
319.685,8.585,286.1666667,1.01E-01
320.684,8.59,286.3333333,1.01E-01
321.681,8.595,286.5,1.02E-01
322.682,8.599,286.6333333,1.02E-01
323.681,8.604,286.8,1.02E-01
324.679,8.607,286.9,1.02E-01
325.679,8.612,287.0666667,1.03E-01
326.677,8.616,287.2,1.03E-01
327.676,8.62,287.3333333,1.03E-01
328.676,8.625,287.5,1.04E-01
329.675,8.63,287.6666667,1.04E-01
330.674,8.634,287.8,1.04E-01
331.671,8.638,287.9333333,1.05E-01
332.67,8.643,288.1,1.05E-01
333.671,8.646,288.2,1.06E-01
334.67,8.65,288.3333333,1.06E-01
335.667,8.655,288.5,1.06E-01
336.665,8.659,288.6333333,1.06E-01
337.666,8.663,288.7666667,1.07E-01
338.665,8.668,288.9333333,1.07E-01
339.664,8.671,289.0333333,1.08E-01
340.664,8.675,289.1666667,1.08E-01
341.663,8.68,289.3333333,1.08E-01
342.662,8.684,289.4666667,1.09E-01
343.66,8.686,289.5333333,1.09E-01
344.659,8.691,289.7,1.09E-01
345.658,8.695,289.8333333,1.10E-01
346.658,8.699,289.9666667,1.10E-01
347.656,8.702,290.0666667,1.10E-01
348.655,8.706,290.2,1.10E-01
349.655,8.71,290.3333333,1.11E-01
350.654,8.714,290.4666667,1.11E-01
351.651,8.717,290.5666667,1.12E-01
352.652,8.721,290.7,1.12E-01
353.65,8.725,290.8333333,1.12E-01
354.649,8.729,290.9666667,1.13E-01
355.647,8.732,291.0666667,1.13E-01
356.648,8.736,291.2,1.13E-01
357.647,8.74,291.3333333,1.14E-01
358.646,8.744,291.4666667,1.14E-01
359.646,8.746,291.5333333,1.14E-01
360.643,8.75,291.6666667,1.15E-01
361.644,8.755,291.8333333,1.15E-01
362.642,8.758,291.9333333,1.15E-01
363.641,8.76,292,1.16E-01
364.641,8.765,292.1666667,1.16E-01
365.638,8.769,292.3,1.16E-01
366.637,8.771,292.3666667,1.17E-01
367.637,8.775,292.5,1.17E-01
368.637,8.779,292.6333333,1.17E-01
369.634,8.782,292.7333333,1.18E-01
370.635,8.785,292.8333333,1.18E-01
371.633,8.79,293,1.18E-01
372.632,8.792,293.0666667,1.19E-01
373.63,8.796,293.2,1.19E-01
374.631,8.8,293.3333333,1.20E-01
375.629,8.804,293.4666667,1.20E-01
376.628,8.805,293.5,1.20E-01
377.627,8.81,293.6666667,1.21E-01
378.626,8.812,293.7333333,1.21E-01
379.626,8.815,293.8333333,1.21E-01
380.624,8.819,293.9666667,1.22E-01
381.624,8.822,294.0666667,1.22E-01
382.622,8.825,294.1666667,1.22E-01
383.622,8.83,294.3333333,1.23E-01
384.621,8.831,294.3666667,1.23E-01
385.619,8.835,294.5,1.23E-01
386.618,8.837,294.5666667,1.24E-01
387.616,8.84,294.6666667,1.24E-01
388.617,8.843,294.7666667,1.24E-01
389.616,8.846,294.8666667,1.25E-01
390.615,8.85,295,1.25E-01
391.612,8.853,295.1,1.25E-01
392.61,8.855,295.1666667,1.26E-01
393.611,8.86,295.3333333,1.26E-01
394.611,8.862,295.4,1.26E-01
395.61,8.865,295.5,1.27E-01
396.609,8.868,295.6,1.27E-01
397.609,8.87,295.6666667,1.27E-01
398.607,8.875,295.8333333,1.28E-01
399.605,8.876,295.8666667,1.28E-01
400.604,8.88,296,1.29E-01
401.604,8.881,296.0333333,1.29E-01
402.603,8.885,296.1666667,1.29E-01
403.602,8.888,296.2666667,1.30E-01
404.601,8.89,296.3333333,1.30E-01
405.599,8.894,296.4666667,1.30E-01
406.599,8.895,296.5,1.31E-01
407.598,8.9,296.6666667,1.31E-01
408.596,8.901,296.7,1.31E-01
409.596,8.905,296.8333333,1.32E-01
410.595,8.905,296.8333333,1.32E-01
411.594,8.91,297,1.32E-01
412.593,8.913,297.1,1.33E-01
413.592,8.915,297.1666667,1.33E-01
414.59,8.917,297.2333333,1.34E-01
415.587,8.92,297.3333333,1.34E-01
416.588,8.923,297.4333333,1.34E-01
417.588,8.925,297.5,1.35E-01
418.585,8.929,297.6333333,1.35E-01
419.586,8.93,297.6666667,1.35E-01
420.584,8.934,297.8,1.36E-01
421.584,8.935,297.8333333,1.36E-01
422.582,8.939,297.9666667,1.37E-01
423.581,8.94,298,1.37E-01
424.582,8.944,298.1333333,1.37E-01
425.579,8.945,298.1666667,1.37E-01
426.578,8.949,298.3,1.38E-01
427.576,8.95,298.3333333,1.38E-01
428.577,8.952,298.4,1.39E-01
429.575,8.955,298.5,1.39E-01
430.575,8.959,298.6333333,1.39E-01
431.574,8.96,298.6666667,1.40E-01
432.572,8.961,298.7,1.40E-01
433.571,8.965,298.8333333,1.40E-01
434.572,8.969,298.9666667,1.41E-01
435.569,8.97,299,1.41E-01
436.568,8.971,299.0333333,1.41E-01
437.567,8.975,299.1666667,1.42E-01
438.566,8.975,299.1666667,1.42E-01
439.566,8.98,299.3333333,1.43E-01
440.564,8.98,299.3333333,1.43E-01
441.564,8.984,299.4666667,1.43E-01
442.563,8.985,299.5,1.44E-01
443.562,8.988,299.6,1.44E-01
444.561,8.99,299.6666667,1.45E-01
445.559,8.99,299.6666667,1.45E-01
446.559,8.995,299.8333333,1.45E-01
447.558,8.995,299.8333333,1.46E-01
448.557,8.998,299.9333333,1.46E-01
449.557,9,300,1.46E-01
450.555,9.002,300.0666667,1.47E-01
451.553,9.005,300.1666667,1.47E-01
452.553,9.005,300.1666667,1.47E-01
453.552,9.01,300.3333333,1.48E-01
454.551,9.01,300.3333333,1.48E-01
455.55,9.013,300.4333333,1.49E-01
456.55,9.015,300.5,1.49E-01
457.547,9.015,300.5,1.49E-01
458.545,9.019,300.6333333,1.50E-01
459.547,9.02,300.6666667,1.50E-01
460.546,9.022,300.7333333,1.50E-01
461.543,9.025,300.8333333,1.51E-01
462.544,9.025,300.8333333,1.51E-01
463.543,9.029,300.9666667,1.51E-01
464.542,9.03,301,1.52E-01
465.538,9.031,301.0333333,1.52E-01
466.539,9.035,301.1666667,1.53E-01
467.538,9.035,301.1666667,1.53E-01
468.538,9.036,301.2,1.53E-01
469.534,9.04,301.3333333,1.54E-01
470.536,9.04,301.3333333,1.54E-01
471.533,9.041,301.3666667,1.55E-01
472.534,9.045,301.5,1.55E-01
473.531,9.047,301.5666667,1.55E-01
474.531,9.05,301.6666667,1.56E-01
475.53,9.05,301.6666667,1.56E-01
476.529,9.051,301.7,1.56E-01
477.528,9.055,301.8333333,1.57E-01
478.528,9.055,301.8333333,1.57E-01
479.527,9.055,301.8333333,1.57E-01
480.526,9.06,302,1.58E-01
481.524,9.06,302,1.58E-01
482.523,9.062,302.0666667,1.59E-01
483.522,9.065,302.1666667,1.59E-01
484.521,9.065,302.1666667,1.59E-01
485.52,9.067,302.2333333,1.60E-01
486.52,9.07,302.3333333,1.60E-01
487.519,9.07,302.3333333,1.61E-01
488.516,9.071,302.3666667,1.61E-01
489.515,9.075,302.5,1.61E-01
490.516,9.075,302.5,1.62E-01
491.515,9.075,302.5,1.62E-01
492.514,9.079,302.6333333,1.62E-01
493.513,9.08,302.6666667,1.63E-01
494.511,9.082,302.7333333,1.63E-01
495.511,9.085,302.8333333,1.64E-01
496.509,9.085,302.8333333,1.64E-01
497.508,9.085,302.8333333,1.64E-01
498.507,9.088,302.9333333,1.65E-01
499.505,9.09,303,1.65E-01
500.505,9.09,303,1.66E-01
501.505,9.09,303,1.66E-01
502.504,9.094,303.1333333,1.66E-01
503.502,9.095,303.1666667,1.67E-01
504.503,9.095,303.1666667,1.67E-01
505.501,9.095,303.1666667,1.67E-01
506.5,9.1,303.3333333,1.68E-01
507.499,9.1,303.3333333,1.68E-01
508.498,9.1,303.3333333,1.69E-01
509.497,9.102,303.4,1.69E-01
510.496,9.105,303.5,1.69E-01
511.495,9.105,303.5,1.70E-01
512.494,9.105,303.5,1.70E-01
513.494,9.108,303.6,1.70E-01
514.492,9.11,303.6666667,1.71E-01
515.491,9.11,303.6666667,1.71E-01
516.49,9.111,303.7,1.72E-01
517.488,9.114,303.8,1.72E-01
518.487,9.115,303.8333333,1.73E-01
519.487,9.115,303.8333333,1.73E-01
520.486,9.115,303.8333333,1.73E-01
521.485,9.12,304,1.74E-01
522.485,9.12,304,1.74E-01
523.483,9.12,304,1.74E-01
524.483,9.12,304,1.75E-01
525.482,9.122,304.0666667,1.75E-01
526.481,9.125,304.1666667,1.75E-01
527.48,9.125,304.1666667,1.76E-01
528.478,9.125,304.1666667,1.76E-01
529.476,9.128,304.2666667,1.77E-01
530.476,9.13,304.3333333,1.77E-01
531.475,9.13,304.3333333,1.78E-01
532.472,9.13,304.3333333,1.78E-01
533.474,9.131,304.3666667,1.78E-01
534.473,9.135,304.5,1.79E-01
535.472,9.135,304.5,1.79E-01
536.47,9.135,304.5,1.79E-01
537.469,9.135,304.5,1.80E-01
538.468,9.14,304.6666667,1.80E-01
539.468,9.14,304.6666667,1.81E-01
540.465,9.14,304.6666667,1.81E-01
541.466,9.14,304.6666667,1.81E-01
542.465,9.141,304.7,1.82E-01
543.464,9.145,304.8333333,1.82E-01
544.462,9.145,304.8333333,1.83E-01
545.462,9.145,304.8333333,1.83E-01
546.461,9.145,304.8333333,1.83E-01
547.46,9.146,304.8666667,1.84E-01
548.459,9.15,305,1.84E-01
549.458,9.15,305,1.85E-01
550.457,9.15,305,1.85E-01
551.455,9.15,305,1.85E-01
552.455,9.15,305,1.86E-01
553.454,9.154,305.1333333,1.86E-01
554.453,9.155,305.1666667,1.87E-01
555.452,9.155,305.1666667,1.87E-01
556.45,9.155,305.1666667,1.87E-01
557.45,9.155,305.1666667,1.88E-01
558.449,9.158,305.2666667,1.88E-01
559.448,9.16,305.3333333,1.89E-01
560.447,9.16,305.3333333,1.89E-01
561.446,9.16,305.3333333,1.89E-01
562.445,9.161,305.3666667,1.90E-01
563.443,9.165,305.5,1.90E-01
564.443,9.165,305.5,1.91E-01
565.442,9.165,305.5,1.91E-01
566.441,9.165,305.5,1.91E-01
567.44,9.165,305.5,1.92E-01
568.44,9.165,305.5,1.92E-01
569.438,9.165,305.5,1.93E-01
570.436,9.165,305.5,1.93E-01
571.436,9.169,305.6333333,1.94E-01
572.435,9.17,305.6666667,1.94E-01
573.433,9.17,305.6666667,1.94E-01
574.433,9.17,305.6666667,1.95E-01
575.432,9.17,305.6666667,1.95E-01
576.431,9.173,305.7666667,1.96E-01
577.429,9.175,305.8333333,1.96E-01
578.429,9.175,305.8333333,1.96E-01
579.426,9.175,305.8333333,1.97E-01
580.426,9.175,305.8333333,1.97E-01
581.426,9.175,305.8333333,1.98E-01
582.425,9.175,305.8333333,1.98E-01
583.424,9.177,305.9,1.99E-01
584.422,9.18,306,1.99E-01
585.422,9.18,306,1.99E-01
586.421,9.18,306,2.00E-01
587.419,9.18,306,2.00E-01
588.42,9.18,306,2.00E-01
589.418,9.18,306,2.01E-01
590.417,9.18,306,2.01E-01
591.415,9.18,306,2.02E-01
592.415,9.18,306,2.02E-01
593.414,9.185,306.1666667,2.03E-01
594.413,9.185,306.1666667,2.03E-01
595.41,9.185,306.1666667,2.04E-01
596.411,9.185,306.1666667,2.04E-01
597.411,9.185,306.1666667,2.04E-01
598.409,9.185,306.1666667,2.05E-01
599.409,9.185,306.1666667,2.05E-01
600.407,9.185,306.1666667,2.05E-01
601.406,9.188,306.2666667,2.06E-01
602.405,9.19,306.3333333,2.06E-01
603.404,9.19,306.3333333,2.07E-01
604.403,9.19,306.3333333,2.07E-01
605.403,9.19,306.3333333,2.08E-01
606.402,9.19,306.3333333,2.08E-01
607.4,9.19,306.3333333,2.09E-01
608.399,9.19,306.3333333,2.09E-01
609.398,9.19,306.3333333,2.09E-01
610.395,9.19,306.3333333,2.10E-01
611.396,9.19,306.3333333,2.10E-01
612.396,9.19,306.3333333,2.11E-01
613.395,9.194,306.4666667,2.11E-01
614.394,9.195,306.5,2.11E-01
615.393,9.195,306.5,2.12E-01
616.391,9.195,306.5,2.12E-01
617.39,9.195,306.5,2.13E-01
618.39,9.195,306.5,2.13E-01
619.389,9.195,306.5,2.13E-01
620.388,9.195,306.5,2.14E-01
621.387,9.195,306.5,2.14E-01
622.386,9.195,306.5,2.15E-01
623.384,9.195,306.5,2.15E-01
624.384,9.196,306.5333333,2.16E-01
625.383,9.2,306.6666667,2.16E-01
626.382,9.195,306.5,2.17E-01
627.38,9.2,306.6666667,2.17E-01
628.38,9.2,306.6666667,2.18E-01
629.379,9.2,306.6666667,2.18E-01
630.378,9.2,306.6666667,2.18E-01
631.377,9.2,306.6666667,2.19E-01
632.374,9.2,306.6666667,2.19E-01
633.375,9.2,306.6666667,2.20E-01
634.374,9.2,306.6666667,2.20E-01
635.373,9.2,306.6666667,2.20E-01
636.371,9.2,306.6666667,2.21E-01
637.371,9.2,306.6666667,2.21E-01
638.37,9.2,306.6666667,2.22E-01
639.368,9.2,306.6666667,2.22E-01
640.367,9.2,306.6666667,2.23E-01
641.366,9.205,306.8333333,2.23E-01
642.366,9.205,306.8333333,2.23E-01
643.364,9.205,306.8333333,2.24E-01
644.364,9.205,306.8333333,2.24E-01
645.363,9.205,306.8333333,2.25E-01
646.362,9.205,306.8333333,2.25E-01
647.361,9.205,306.8333333,2.26E-01
648.36,9.205,306.8333333,2.26E-01
649.359,9.205,306.8333333,2.27E-01
650.358,9.205,306.8333333,2.27E-01
651.357,9.205,306.8333333,2.28E-01
652.356,9.205,306.8333333,2.28E-01
653.352,9.205,306.8333333,2.28E-01
654.352,9.205,306.8333333,2.29E-01
655.353,9.205,306.8333333,2.29E-01
656.353,9.205,306.8333333,2.30E-01
657.351,9.205,306.8333333,2.30E-01
658.35,9.205,306.8333333,2.31E-01
659.349,9.205,306.8333333,2.31E-01
660.347,9.205,306.8333333,2.32E-01
661.346,9.205,306.8333333,2.32E-01
662.346,9.205,306.8333333,2.32E-01
663.344,9.205,306.8333333,2.33E-01
664.344,9.205,306.8333333,2.33E-01
665.343,9.205,306.8333333,2.34E-01
666.341,9.205,306.8333333,2.34E-01
667.341,9.205,306.8333333,2.35E-01
668.34,9.205,306.8333333,2.35E-01
669.34,9.205,306.8333333,2.36E-01
670.337,9.205,306.8333333,2.36E-01
671.338,9.205,306.8333333,2.36E-01
672.337,9.205,306.8333333,2.37E-01
673.334,9.205,306.8333333,2.37E-01
674.334,9.205,306.8333333,2.38E-01
675.334,9.205,306.8333333,2.38E-01
676.332,9.205,306.8333333,2.39E-01
677.332,9.205,306.8333333,2.39E-01
678.331,9.205,306.8333333,2.40E-01
679.33,9.205,306.8333333,2.40E-01
680.329,9.205,306.8333333,2.41E-01
681.327,9.205,306.8333333,2.41E-01
682.327,9.205,306.8333333,2.41E-01
683.326,9.205,306.8333333,2.42E-01
684.325,9.205,306.8333333,2.42E-01
685.324,9.205,306.8333333,2.43E-01
686.321,9.205,306.8333333,2.43E-01
687.319,9.205,306.8333333,2.44E-01
688.321,9.203,306.7666667,2.44E-01
