Time,Load,Stress,Strain
234.768,8.334,277.8,7.39E-02
235.768,8.342,278.0666667,7.43E-02
236.766,8.35,278.3333333,7.46E-02
237.766,8.357,278.5666667,7.50E-02
238.765,8.365,278.8333333,7.53E-02
239.762,8.373,279.1,7.57E-02
240.763,8.38,279.3333333,7.60E-02
241.761,8.387,279.5666667,7.63E-02
242.76,8.395,279.8333333,7.66E-02
243.759,8.403,280.1,7.70E-02
244.758,8.409,280.3,7.73E-02
245.758,8.417,280.5666667,7.76E-02
246.756,8.423,280.7666667,7.79E-02
247.756,8.431,281.0333333,7.83E-02
248.755,8.438,281.2666667,7.87E-02
249.754,8.445,281.5,7.89E-02
250.753,8.451,281.7,7.92E-02
251.752,8.458,281.9333333,7.95E-02
252.751,8.465,282.1666667,8.00E-02
253.75,8.471,282.3666667,8.03E-02
254.749,8.476,282.5333333,8.06E-02
255.747,8.483,282.7666667,8.09E-02
256.747,8.491,283.0333333,8.12E-02
257.746,8.498,283.2666667,8.15E-02
258.745,8.504,283.4666667,8.19E-02
259.745,8.512,283.7333333,8.22E-02
260.743,8.519,283.9666667,8.25E-02
261.742,8.525,284.1666667,8.29E-02
262.741,8.531,284.3666667,8.32E-02
263.74,8.538,284.6,8.35E-02
264.74,8.544,284.8,8.39E-02
265.738,8.551,285.0333333,8.42E-02
266.737,8.557,285.2333333,8.45E-02
267.736,8.563,285.4333333,8.48E-02
268.736,8.569,285.6333333,8.52E-02
269.733,8.575,285.8333333,8.55E-02
270.733,8.582,286.0666667,8.59E-02
271.732,8.588,286.2666667,8.62E-02
272.731,8.594,286.4666667,8.65E-02
273.729,8.601,286.7,8.68E-02
274.73,8.606,286.8666667,8.71E-02
275.729,8.612,287.0666667,8.75E-02
276.727,8.618,287.2666667,8.79E-02
277.727,8.625,287.5,8.82E-02
278.726,8.631,287.7,8.85E-02
279.724,8.636,287.8666667,8.88E-02
280.722,8.641,288.0333333,8.92E-02
281.722,8.647,288.2333333,8.95E-02
282.721,8.653,288.4333333,9.00E-02
283.719,8.658,288.6,9.03E-02
284.72,8.664,288.8,9.06E-02
285.716,8.67,289,9.09E-02
286.718,8.676,289.2,9.12E-02
287.716,8.681,289.3666667,9.16E-02
288.714,8.686,289.5333333,9.20E-02
289.713,8.691,289.7,9.23E-02
290.714,8.697,289.9,9.27E-02
291.713,8.702,290.0666667,9.30E-02
292.712,8.708,290.2666667,9.33E-02
293.708,8.713,290.4333333,9.35E-02
294.709,8.719,290.6333333,9.39E-02
295.709,8.724,290.8,9.43E-02
296.706,8.729,290.9666667,9.47E-02
297.704,8.735,291.1666667,9.50E-02
298.704,8.741,291.3666667,9.54E-02
299.704,8.746,291.5333333,9.57E-02
300.703,8.751,291.7,9.60E-02
301.702,8.756,291.8666667,9.64E-02
302.701,8.761,292.0333333,9.67E-02
303.7,8.766,292.2,9.71E-02
304.698,8.771,292.3666667,9.74E-02
305.698,8.776,292.5333333,9.78E-02
306.696,8.781,292.7,9.82E-02
307.695,8.786,292.8666667,9.85E-02
308.696,8.791,293.0333333,9.88E-02
309.694,8.796,293.2,9.91E-02
310.694,8.8,293.3333333,9.94E-02
311.691,8.805,293.5,9.99E-02
312.692,8.81,293.6666667,1.00E-01
313.691,8.815,293.8333333,1.01E-01
314.689,8.82,294,1.01E-01
315.688,8.824,294.1333333,1.01E-01
316.687,8.829,294.3,1.02E-01
317.686,8.834,294.4666667,1.02E-01
318.684,8.838,294.6,1.02E-01
319.685,8.843,294.7666667,1.03E-01
320.683,8.848,294.9333333,1.03E-01
321.682,8.853,295.1,1.03E-01
322.681,8.857,295.2333333,1.04E-01
323.682,8.861,295.3666667,1.04E-01
324.68,8.866,295.5333333,1.04E-01
325.678,8.871,295.7,1.05E-01
326.678,8.875,295.8333333,1.05E-01
327.676,8.879,295.9666667,1.06E-01
328.676,8.884,296.1333333,1.06E-01
329.674,8.888,296.2666667,1.06E-01
330.674,8.892,296.4,1.07E-01
331.672,8.896,296.5333333,1.07E-01
332.672,8.901,296.7,1.07E-01
333.67,8.905,296.8333333,1.08E-01
334.671,8.91,297,1.08E-01
335.668,8.914,297.1333333,1.08E-01
336.668,8.918,297.2666667,1.09E-01
337.668,8.922,297.4,1.09E-01
338.666,8.927,297.5666667,1.09E-01
339.665,8.93,297.6666667,1.10E-01
340.664,8.935,297.8333333,1.10E-01
341.663,8.94,298,1.11E-01
342.661,8.943,298.1,1.11E-01
343.661,8.946,298.2,1.11E-01
344.659,8.95,298.3333333,1.12E-01
345.658,8.955,298.5,1.12E-01
346.659,8.959,298.6333333,1.12E-01
347.656,8.963,298.7666667,1.13E-01
348.656,8.966,298.8666667,1.13E-01
349.655,8.97,299,1.14E-01
350.655,8.975,299.1666667,1.14E-01
351.652,8.978,299.2666667,1.14E-01
352.652,8.983,299.4333333,1.14E-01
353.652,8.986,299.5333333,1.15E-01
354.65,8.99,299.6666667,1.15E-01
355.648,8.995,299.8333333,1.16E-01
356.649,8.998,299.9333333,1.16E-01
357.646,9.002,300.0666667,1.16E-01
358.647,9.006,300.2,1.17E-01
359.646,9.01,300.3333333,1.17E-01
360.644,9.013,300.4333333,1.18E-01
361.643,9.016,300.5333333,1.18E-01
362.641,9.02,300.6666667,1.18E-01
363.642,9.024,300.8,1.19E-01
364.64,9.028,300.9333333,1.19E-01
365.639,9.03,301,1.19E-01
366.639,9.035,301.1666667,1.20E-01
367.636,9.039,301.3,1.20E-01
368.635,9.042,301.4,1.20E-01
369.634,9.045,301.5,1.21E-01
370.634,9.049,301.6333333,1.21E-01
371.633,9.051,301.7,1.21E-01
372.632,9.055,301.8333333,1.22E-01
373.631,9.059,301.9666667,1.22E-01
374.63,9.061,302.0333333,1.23E-01
375.629,9.065,302.1666667,1.23E-01
376.627,9.069,302.3,1.23E-01
377.627,9.072,302.4,1.24E-01
378.627,9.075,302.5,1.24E-01
379.624,9.079,302.6333333,1.24E-01
380.623,9.082,302.7333333,1.25E-01
381.622,9.085,302.8333333,1.25E-01
382.622,9.089,302.9666667,1.26E-01
383.622,9.091,303.0333333,1.26E-01
384.62,9.095,303.1666667,1.27E-01
385.618,9.099,303.3,1.27E-01
386.619,9.1,303.3333333,1.27E-01
387.616,9.105,303.5,1.27E-01
388.616,9.108,303.6,1.28E-01
389.616,9.11,303.6666667,1.28E-01
390.614,9.114,303.8,1.29E-01
391.614,9.116,303.8666667,1.29E-01
392.611,9.12,304,1.29E-01
393.611,9.122,304.0666667,1.30E-01
394.611,9.125,304.1666667,1.30E-01
395.61,9.129,304.3,1.31E-01
396.609,9.131,304.3666667,1.31E-01
397.607,9.135,304.5,1.31E-01
398.607,9.139,304.6333333,1.32E-01
399.606,9.14,304.6666667,1.32E-01
400.604,9.144,304.8,1.32E-01
401.603,9.146,304.8666667,1.33E-01
402.603,9.15,305,1.33E-01
403.602,9.15,305,1.34E-01
404.6,9.154,305.1333333,1.34E-01
405.599,9.157,305.2333333,1.35E-01
406.598,9.16,305.3333333,1.35E-01
407.598,9.162,305.4,1.35E-01
408.595,9.165,305.5,1.36E-01
409.595,9.169,305.6333333,1.36E-01
410.596,9.17,305.6666667,1.36E-01
411.592,9.174,305.8,1.37E-01
412.592,9.175,305.8333333,1.37E-01
413.591,9.178,305.9333333,1.38E-01
414.592,9.181,306.0333333,1.38E-01
415.589,9.185,306.1666667,1.38E-01
416.589,9.186,306.2,1.39E-01
417.589,9.19,306.3333333,1.39E-01
418.587,9.192,306.4,1.40E-01
419.586,9.195,306.5,1.40E-01
420.585,9.197,306.5666667,1.40E-01
421.584,9.2,306.6666667,1.41E-01
422.581,9.202,306.7333333,1.41E-01
423.579,9.205,306.8333333,1.42E-01
424.581,9.207,306.9,1.42E-01
425.579,9.21,307,1.42E-01
426.579,9.211,307.0333333,1.43E-01
427.577,9.215,307.1666667,1.43E-01
428.578,9.216,307.2,1.43E-01
429.576,9.22,307.3333333,1.44E-01
430.575,9.22,307.3333333,1.44E-01
431.574,9.223,307.4333333,1.45E-01
432.574,9.225,307.5,1.45E-01
433.572,9.23,307.6666667,1.46E-01
434.571,9.23,307.6666667,1.46E-01
435.57,9.233,307.7666667,1.46E-01
436.57,9.235,307.8333333,1.47E-01
437.567,9.238,307.9333333,1.47E-01
438.566,9.24,308,1.48E-01
439.565,9.24,308,1.48E-01
440.566,9.245,308.1666667,1.48E-01
441.563,9.245,308.1666667,1.49E-01
442.561,9.249,308.3,1.49E-01
443.561,9.25,308.3333333,1.49E-01
444.562,9.254,308.4666667,1.50E-01
445.559,9.255,308.5,1.50E-01
446.559,9.255,308.5,1.51E-01
447.557,9.26,308.6666667,1.51E-01
448.556,9.26,308.6666667,1.52E-01
449.556,9.264,308.8,1.52E-01
450.556,9.265,308.8333333,1.52E-01
451.555,9.265,308.8333333,1.53E-01
452.554,9.27,309,1.53E-01
453.553,9.27,309,1.54E-01
454.551,9.273,309.1,1.54E-01
455.55,9.275,309.1666667,1.54E-01
456.548,9.277,309.2333333,1.55E-01
457.549,9.28,309.3333333,1.55E-01
458.546,9.28,309.3333333,1.56E-01
459.544,9.285,309.5,1.56E-01
460.544,9.285,309.5,1.57E-01
461.543,9.286,309.5333333,1.57E-01
462.541,9.29,309.6666667,1.58E-01
463.542,9.29,309.6666667,1.58E-01
464.54,9.29,309.6666667,1.58E-01
465.541,9.295,309.8333333,1.59E-01
466.539,9.295,309.8333333,1.59E-01
467.538,9.298,309.9333333,1.60E-01
468.538,9.3,310,1.60E-01
469.536,9.3,310,1.60E-01
470.536,9.302,310.0666667,1.61E-01
471.534,9.305,310.1666667,1.61E-01
472.534,9.305,310.1666667,1.62E-01
473.532,9.307,310.2333333,1.62E-01
474.531,9.31,310.3333333,1.63E-01
475.53,9.31,310.3333333,1.63E-01
476.529,9.314,310.4666667,1.63E-01
477.528,9.315,310.5,1.64E-01
478.527,9.315,310.5,1.64E-01
479.527,9.318,310.6,1.65E-01
480.525,9.32,310.6666667,1.65E-01
481.524,9.32,310.6666667,1.66E-01
482.523,9.324,310.8,1.66E-01
483.522,9.325,310.8333333,1.66E-01
484.521,9.325,310.8333333,1.67E-01
485.52,9.33,311,1.67E-01
486.519,9.33,311,1.68E-01
487.52,9.33,311,1.68E-01
488.518,9.332,311.0666667,1.69E-01
489.516,9.335,311.1666667,1.69E-01
490.515,9.335,311.1666667,1.69E-01
491.515,9.335,311.1666667,1.70E-01
492.514,9.339,311.3,1.70E-01
493.512,9.34,311.3333333,1.71E-01
494.511,9.34,311.3333333,1.71E-01
495.511,9.34,311.3333333,1.72E-01
496.51,9.345,311.5,1.72E-01
497.509,9.345,311.5,1.73E-01
498.509,9.345,311.5,1.73E-01
499.507,9.347,311.5666667,1.73E-01
500.505,9.35,311.6666667,1.74E-01
501.505,9.35,311.6666667,1.74E-01
502.504,9.354,311.8,1.75E-01
503.502,9.355,311.8333333,1.75E-01
504.502,9.355,311.8333333,1.76E-01
505.5,9.355,311.8333333,1.76E-01
506.5,9.36,312,1.77E-01
507.5,9.36,312,1.77E-01
508.498,9.36,312,1.77E-01
509.496,9.362,312.0666667,1.78E-01
510.495,9.365,312.1666667,1.78E-01
511.494,9.365,312.1666667,1.79E-01
512.493,9.365,312.1666667,1.79E-01
513.491,9.367,312.2333333,1.80E-01
514.492,9.37,312.3333333,1.80E-01
515.491,9.37,312.3333333,1.81E-01
516.49,9.37,312.3333333,1.81E-01
517.487,9.371,312.3666667,1.82E-01
518.486,9.375,312.5,1.82E-01
519.487,9.375,312.5,1.82E-01
520.486,9.375,312.5,1.83E-01
521.486,9.375,312.5,1.83E-01
522.484,9.378,312.6,1.84E-01
523.483,9.38,312.6666667,1.84E-01
524.481,9.38,312.6666667,1.85E-01
525.481,9.38,312.6666667,1.85E-01
526.481,9.383,312.7666667,1.86E-01
527.479,9.385,312.8333333,1.86E-01
528.478,9.385,312.8333333,1.87E-01
529.478,9.385,312.8333333,1.87E-01
530.477,9.385,312.8333333,1.88E-01
531.476,9.388,312.9333333,1.88E-01
532.474,9.39,313,1.89E-01
533.474,9.39,313,1.89E-01
534.472,9.39,313,1.89E-01
535.472,9.391,313.0333333,1.90E-01
536.47,9.395,313.1666667,1.90E-01
537.469,9.395,313.1666667,1.91E-01
538.469,9.395,313.1666667,1.91E-01
539.467,9.395,313.1666667,1.92E-01
540.466,9.395,313.1666667,1.92E-01
541.465,9.397,313.2333333,1.93E-01
542.465,9.4,313.3333333,1.93E-01
543.463,9.4,313.3333333,1.94E-01
544.463,9.4,313.3333333,1.94E-01
545.462,9.4,313.3333333,1.95E-01
546.461,9.402,313.4,1.95E-01
547.459,9.405,313.5,1.96E-01
548.459,9.405,313.5,1.96E-01
549.457,9.405,313.5,1.97E-01
550.456,9.405,313.5,1.97E-01
551.456,9.405,313.5,1.98E-01
552.455,9.407,313.5666667,1.98E-01
553.454,9.41,313.6666667,1.99E-01
554.453,9.41,313.6666667,1.99E-01
555.452,9.41,313.6666667,2.00E-01
556.451,9.41,313.6666667,2.00E-01
557.45,9.41,313.6666667,2.01E-01
558.449,9.41,313.6666667,2.01E-01
559.447,9.41,313.6666667,2.02E-01
560.445,9.412,313.7333333,2.02E-01
561.445,9.415,313.8333333,2.03E-01
562.442,9.415,313.8333333,2.03E-01
563.442,9.415,313.8333333,2.04E-01
564.442,9.415,313.8333333,2.04E-01
565.442,9.415,313.8333333,2.05E-01
566.442,9.415,313.8333333,2.05E-01
567.439,9.415,313.8333333,2.06E-01
568.438,9.417,313.9,2.06E-01
569.437,9.42,314,2.07E-01
570.436,9.42,314,2.07E-01
571.436,9.42,314,2.08E-01
572.435,9.42,314,2.08E-01
573.433,9.42,314,2.09E-01
574.433,9.42,314,2.10E-01
575.432,9.42,314,2.10E-01
576.431,9.42,314,2.11E-01
577.43,9.422,314.0666667,2.11E-01
578.43,9.425,314.1666667,2.11E-01
579.428,9.425,314.1666667,2.12E-01
580.426,9.425,314.1666667,2.13E-01
581.426,9.425,314.1666667,2.13E-01
582.423,9.425,314.1666667,2.14E-01
583.424,9.425,314.1666667,2.14E-01
584.421,9.425,314.1666667,2.15E-01
585.422,9.425,314.1666667,2.15E-01
586.42,9.425,314.1666667,2.16E-01
587.418,9.425,314.1666667,2.16E-01
588.417,9.425,314.1666667,2.17E-01
589.418,9.425,314.1666667,2.17E-01
590.416,9.425,314.1666667,2.18E-01
591.415,9.426,314.2,2.18E-01
592.415,9.43,314.3333333,2.19E-01
593.415,9.43,314.3333333,2.19E-01
594.414,9.43,314.3333333,2.20E-01
595.412,9.43,314.3333333,2.20E-01
596.412,9.43,314.3333333,2.21E-01
597.41,9.43,314.3333333,2.22E-01
598.409,9.43,314.3333333,2.22E-01
599.406,9.43,314.3333333,2.23E-01
600.407,9.43,314.3333333,2.23E-01
601.406,9.43,314.3333333,2.24E-01
602.405,9.43,314.3333333,2.24E-01
603.404,9.431,314.3666667,2.25E-01
604.404,9.433,314.4333333,2.26E-01
605.403,9.434,314.4666667,2.26E-01
606.401,9.435,314.5,2.27E-01
607.4,9.435,314.5,2.27E-01
608.399,9.435,314.5,2.28E-01
609.398,9.435,314.5,2.28E-01
610.398,9.435,314.5,2.29E-01
611.397,9.435,314.5,2.29E-01
612.395,9.435,314.5,2.30E-01
613.395,9.435,314.5,2.31E-01
614.393,9.435,314.5,2.31E-01
615.392,9.435,314.5,2.32E-01
616.391,9.435,314.5,2.32E-01
617.391,9.435,314.5,2.33E-01
618.387,9.435,314.5,2.33E-01
619.388,9.435,314.5,2.34E-01
620.387,9.435,314.5,2.35E-01
621.386,9.435,314.5,2.35E-01
622.386,9.435,314.5,2.36E-01
623.384,9.435,314.5,2.36E-01
624.384,9.435,314.5,2.37E-01
625.383,9.435,314.5,2.38E-01
626.381,9.435,314.5,2.38E-01
627.38,9.432,314.4,2.39E-01
628.378,9.432,314.4,2.39E-01
629.378,9.435,314.5,2.40E-01
630.378,9.433,314.4333333,2.41E-01
631.377,9.43,314.3333333,2.41E-01
632.376,9.43,314.3333333,2.42E-01
633.375,9.43,314.3333333,2.43E-01
634.374,9.432,314.4,2.43E-01
635.373,9.43,314.3333333,2.44E-01
636.371,9.43,314.3333333,2.44E-01
637.371,9.43,314.3333333,2.45E-01
638.369,9.43,314.3333333,2.46E-01
639.369,9.43,314.3333333,2.46E-01
640.366,9.43,314.3333333,2.47E-01
641.364,9.43,314.3333333,2.47E-01
642.366,9.43,314.3333333,2.48E-01
643.365,9.43,314.3333333,2.49E-01
644.364,9.43,314.3333333,2.49E-01
645.363,9.425,314.1666667,2.50E-01
646.362,9.425,314.1666667,2.51E-01
647.361,9.425,314.1666667,2.51E-01
648.359,9.425,314.1666667,2.52E-01
649.359,9.425,314.1666667,2.53E-01
650.356,9.425,314.1666667,2.53E-01
651.357,9.425,314.1666667,2.54E-01
652.356,9.425,314.1666667,2.54E-01
653.355,9.425,314.1666667,2.55E-01
654.354,9.425,314.1666667,2.56E-01
655.353,9.425,314.1666667,2.56E-01
656.352,9.422,314.0666667,2.57E-01
657.351,9.42,314,2.58E-01
658.35,9.42,314,2.59E-01
659.349,9.42,314,2.59E-01
660.348,9.42,314,2.60E-01
661.347,9.42,314,2.61E-01
662.347,9.417,313.9,2.61E-01
663.345,9.415,313.8333333,2.62E-01
664.345,9.415,313.8333333,2.62E-01
665.343,9.415,313.8333333,2.63E-01
666.341,9.415,313.8333333,2.64E-01
667.338,9.415,313.8333333,2.65E-01
668.339,9.412,313.7333333,2.65E-01
669.337,9.41,313.6666667,2.66E-01
670.338,9.41,313.6666667,2.67E-01
671.338,9.41,313.6666667,2.67E-01
672.336,9.405,313.5,2.68E-01
673.335,9.405,313.5,2.69E-01
674.335,9.405,313.5,2.69E-01
675.334,9.405,313.5,2.70E-01
676.333,9.401,313.3666667,2.71E-01
677.331,9.4,313.3333333,2.71E-01
678.33,9.4,313.3333333,2.72E-01
679.33,9.4,313.3333333,2.73E-01
680.327,9.399,313.3,2.74E-01
681.327,9.395,313.1666667,2.74E-01
682.327,9.395,313.1666667,2.75E-01
683.325,9.391,313.0333333,2.76E-01
684.324,9.39,313,2.76E-01
685.323,9.39,313,2.77E-01
686.322,9.388,312.9333333,2.78E-01
687.321,9.385,312.8333333,2.78E-01
688.321,9.385,312.8333333,2.79E-01
689.32,9.381,312.7,2.80E-01
690.318,9.38,312.6666667,2.80E-01
691.317,9.379,312.6333333,2.81E-01
692.315,9.375,312.5,2.82E-01
