mesh_size,n_nodes,n_elements,n_frames,final_S22,final_LE22,max_PEEQ,max_Mises,wall_time
0.5,1701,1600,53,607.4328,0.48550782,0.488208144903183,607.4327392578125,
1.0,451,400,53,607.4328,0.48550782,0.488208144903183,607.4327392578125,
2.0,126,100,53,607.4328,0.48550782,0.488208144903183,607.4327392578125,
