Time,Load,Stress,Strain
0.0,0.0,0.0,0.0
0.998,0.3,10.0,5e-05
1.996,0.793,26.43333333,0.00013216666665
2.995,1.231,41.03333333,0.00020516666665
3.995,1.743,58.1,0.0002905
4.994,2.259,75.3,0.0003765
5.992,2.759,91.96666667,0.00045983333335
6.993,3.237,107.9,0.0005395
7.992,3.699,123.3,0.0006165
8.991,4.148,138.2666667,0.0006913333335
9.988,4.581,152.7,0.0007635
10.989,4.979,165.9666667,0.0008298333335
11.988,5.286,176.2,0.000881
12.984,5.583,186.1,0.0009305
13.986,5.874,195.8,0.000979
14.985,6.156,205.2,0.001026
15.983,6.434,214.4666667,0.0010723333335
16.981,6.708,223.6,0.001118
17.981,6.979,232.6333333,0.0011631666665
18.98,7.251,241.7,0.0012085
19.979,7.524,250.8,0.0012540000000000001
20.978,7.782,259.4,0.001297
21.978,8.032,267.7333333,0.0013386666665000002
22.976,8.278,275.9333333,0.0013796666665
23.975,8.517,283.9,0.0014195
24.974,8.743,291.4333333,0.0014571666665000001
25.974,8.963,298.7666667,0.0014938333335
26.974,9.169,305.6333333,0.0015281666665
27.971,9.355,311.8333333,0.0015591666665
28.97,9.523,317.4333333,0.0015871666665
29.968,9.678,322.6,0.001613
30.966,9.837,327.9,0.0016395
31.967,9.99,333.0,0.001665
32.966,10.147,338.2333333,0.0016911666665000002
33.965,10.313,343.7666667,0.0017188333334999999
34.964,10.478,349.2666667,0.0017463333334999998
35.963,10.634,354.4666667,0.0017723333335
36.961,10.757,358.5666667,0.0017928333335
37.961,10.812,360.4,0.0018019999999999998
38.961,10.792,359.7333333,0.0017986666665000001
39.96,10.772,359.0666667,0.0017953333334999998
40.959,10.802,360.0666667,0.0018003333334999998
41.958,10.869,362.3,0.0018115
42.957,10.909,363.6333333,0.0018181666665000001
43.955,10.919,363.9666667,0.0018198333335
44.953,10.883,362.7666667,0.0018138333335
45.953,10.873,362.4333333,0.0018121666665
46.953,10.857,361.9,0.0018095
47.952,10.802,360.0666667,0.0018003333334999998
48.95,10.793,359.7666667,0.0017988333334999999
49.95,10.82,360.6666667,0.0018033333335
50.948,10.866,362.2,0.001811
51.948,10.908,363.6,0.0018180000000000002
