Time,Load,Stress,Strain
59.941,10.357,345.2333333,1.19E-03
60.94,10.376,345.8666667,1.22E-03
61.939,10.425,347.5,1.27E-03
62.938,10.459,348.6333333,1.28E-03
63.938,10.487,349.5666667,1.28E-03
64.936,10.502,350.0666667,1.28E-03
65.935,10.495,349.8333333,1.33E-03
66.936,10.492,349.7333333,1.32E-03
67.933,10.466,348.8666667,1.40E-03
68.933,10.453,348.4333333,1.45E-03
69.93,10.426,347.5333333,1.56E-03
70.931,10.378,345.9333333,1.60E-03
71.93,10.361,345.3666667,1.68E-03
72.929,10.395,346.5,1.80E-03
73.929,10.434,347.8,1.84E-03
74.927,10.459,348.6333333,1.94E-03
75.926,10.461,348.7,2.09E-03
76.926,10.443,348.1,2.41E-03
77.924,10.429,347.6333333,2.71E-03
78.922,10.44,348,3.11E-03
79.922,10.446,348.2,3.59E-03
80.92,10.431,347.7,4.29E-03
81.922,10.425,347.5,4.99E-03
82.921,10.46,348.6666667,5.55E-03
83.919,10.501,350.0333333,6.13E-03
84.916,10.536,351.2,6.67E-03
85.916,10.551,351.7,7.30E-03
86.916,10.56,352,8.02E-03
87.915,10.534,351.1333333,8.90E-03
88.914,10.513,350.4333333,9.73E-03
89.913,10.521,350.7,1.06E-02
90.912,10.507,350.2333333,1.16E-02
91.911,10.475,349.1666667,1.26E-02
92.911,10.472,349.0666667,1.35E-02
93.909,10.491,349.7,1.44E-02
94.909,10.503,350.1,1.54E-02
95.907,10.506,350.2,1.64E-02
96.907,10.507,350.2333333,1.74E-02
97.905,10.495,349.8333333,1.84E-02
98.904,10.49,349.6666667,1.94E-02
99.902,10.502,350.0666667,2.05E-02
100.902,10.53,351,2.13E-02
101.902,10.553,351.7666667,2.22E-02
102.899,10.549,351.6333333,2.32E-02
103.899,10.547,351.5666667,2.42E-02
104.897,10.552,351.7333333,2.51E-02
105.897,10.556,351.8666667,2.60E-02
106.897,10.555,351.8333333,2.70E-02
107.894,10.552,351.7333333,2.81E-02
108.894,10.522,350.7333333,2.93E-02
109.892,10.509,350.3,3.04E-02
110.892,10.499,349.9666667,3.14E-02
111.891,10.491,349.7,3.27E-02
112.889,10.486,349.5333333,3.38E-02
113.889,10.509,350.3,3.48E-02
114.887,10.531,351.0333333,3.59E-02
115.886,10.51,350.3333333,3.69E-02
116.885,10.494,349.8,3.79E-02
117.885,10.488,349.6,3.90E-02
118.883,10.48,349.3333333,4.00E-02
119.884,10.479,349.3,4.11E-02
120.883,10.473,349.1,4.21E-02
121.88,10.492,349.7333333,4.30E-02
122.879,10.515,350.5,4.37E-02
123.877,10.533,351.1,4.44E-02
124.879,10.541,351.3666667,4.50E-02
125.876,10.547,351.5666667,4.55E-02
126.876,10.549,351.6333333,4.61E-02
127.875,10.554,351.8,4.67E-02
128.874,10.555,351.8333333,4.73E-02
129.872,10.547,351.5666667,4.78E-02
130.873,10.524,350.8,4.84E-02
131.871,10.503,350.1,4.92E-02
132.868,10.468,348.9333333,5.00E-02
133.867,10.438,347.9333333,5.06E-02
134.867,10.438,347.9333333,5.11E-02
135.867,10.446,348.2,5.16E-02
136.866,10.448,348.2666667,5.20E-02
137.865,10.426,347.5333333,5.25E-02
138.863,10.411,347.0333333,5.30E-02
139.863,10.412,347.0666667,5.33E-02
140.862,10.42,347.3333333,5.34E-02
141.861,10.426,347.5333333,5.36E-02
142.858,10.446,348.2,5.39E-02
143.858,10.451,348.3666667,5.41E-02
144.856,10.466,348.8666667,5.44E-02
145.858,10.486,349.5333333,5.45E-02
146.857,10.501,350.0333333,5.47E-02
147.855,10.513,350.4333333,5.49E-02
148.854,10.502,350.0666667,5.50E-02
149.852,10.489,349.6333333,5.52E-02
150.852,10.474,349.1333333,5.54E-02
151.85,10.472,349.0666667,5.56E-02
152.85,10.48,349.3333333,5.57E-02
153.85,10.49,349.6666667,5.57E-02
154.848,10.501,350.0333333,5.59E-02
155.847,10.514,350.4666667,5.60E-02
156.845,10.511,350.3666667,5.61E-02
157.845,10.5,350,5.61E-02
158.845,10.492,349.7333333,5.62E-02
159.842,10.485,349.5,5.63E-02
160.843,10.485,349.5,5.64E-02
161.841,10.488,349.6,5.64E-02
162.839,10.497,349.9,5.64E-02
163.84,10.503,350.1,5.66E-02
164.839,10.509,350.3,5.67E-02
165.837,10.513,350.4333333,5.67E-02
166.837,10.519,350.6333333,5.67E-02
167.835,10.524,350.8,5.69E-02
168.834,10.529,350.9666667,5.68E-02
169.832,10.53,351,5.69E-02
170.831,10.53,351,5.70E-02
171.83,10.526,350.8666667,5.70E-02
172.831,10.52,350.6666667,5.71E-02
173.83,10.499,349.9666667,5.71E-02
174.828,10.481,349.3666667,5.71E-02
175.828,10.469,348.9666667,5.72E-02
176.828,10.46,348.6666667,5.71E-02
177.825,10.461,348.7,5.71E-02
178.824,10.465,348.8333333,5.72E-02
179.822,10.471,349.0333333,5.71E-02
180.823,10.479,349.3,5.72E-02
181.822,10.478,349.2666667,5.73E-02
182.819,10.473,349.1,5.73E-02
183.819,10.465,348.8333333,5.72E-02
184.818,10.459,348.6333333,5.74E-02
185.819,10.449,348.3,5.74E-02
186.816,10.433,347.7666667,5.73E-02
187.815,10.409,346.9666667,5.73E-02
188.815,10.358,345.2666667,5.74E-02
189.813,10.461,348.7,5.74E-02
190.811,10.567,352.2333333,5.75E-02
191.811,10.625,354.1666667,5.76E-02
192.81,10.669,355.6333333,5.78E-02
193.811,10.706,356.8666667,5.80E-02
194.808,10.737,357.9,5.81E-02
195.808,10.764,358.8,5.83E-02
196.806,10.786,359.5333333,5.85E-02
197.806,10.807,360.2333333,5.87E-02
198.804,10.823,360.7666667,5.90E-02
199.802,10.838,361.2666667,5.92E-02
200.802,10.851,361.7,5.94E-02
201.802,10.865,362.1666667,5.96E-02
202.8,10.877,362.5666667,5.99E-02
203.799,10.89,363,6.01E-02
204.798,10.901,363.3666667,6.04E-02
205.797,10.914,363.8,6.06E-02
206.797,10.924,364.1333333,6.09E-02
207.796,10.935,364.5,6.12E-02
208.794,10.945,364.8333333,6.15E-02
209.794,10.956,365.2,6.17E-02
210.793,10.966,365.5333333,6.20E-02
211.793,10.976,365.8666667,6.23E-02
212.791,10.986,366.2,6.25E-02
213.79,10.997,366.5666667,6.28E-02
214.789,11.006,366.8666667,6.31E-02
215.788,11.015,367.1666667,6.34E-02
216.787,11.025,367.5,6.37E-02
217.787,11.034,367.8,6.42E-02
218.783,11.044,368.1333333,6.44E-02
219.784,11.053,368.4333333,6.47E-02
220.782,11.062,368.7333333,6.49E-02
221.782,11.071,369.0333333,6.52E-02
222.781,11.08,369.3333333,6.55E-02
223.78,11.089,369.6333333,6.58E-02
224.779,11.098,369.9333333,6.62E-02
225.779,11.106,370.2,6.66E-02
226.778,11.115,370.5,6.69E-02
227.777,11.123,370.7666667,6.72E-02
228.773,11.131,371.0333333,6.74E-02
229.774,11.139,371.3,6.77E-02
230.773,11.147,371.5666667,6.79E-02
231.773,11.156,371.8666667,6.82E-02
232.769,11.164,372.1333333,6.86E-02
233.771,11.172,372.4,6.89E-02
234.77,11.18,372.6666667,6.93E-02
235.769,11.189,372.9666667,6.95E-02
236.767,11.197,373.2333333,6.98E-02
237.767,11.204,373.4666667,7.02E-02
238.766,11.212,373.7333333,7.04E-02
239.765,11.22,374,7.08E-02
240.764,11.228,374.2666667,7.10E-02
241.762,11.235,374.5,7.13E-02
242.761,11.242,374.7333333,7.16E-02
243.76,11.25,375,7.20E-02
244.759,11.258,375.2666667,7.23E-02
245.758,11.265,375.5,7.27E-02
246.756,11.273,375.7666667,7.30E-02
247.757,11.28,376,7.33E-02
248.756,11.288,376.2666667,7.35E-02
249.755,11.294,376.4666667,7.38E-02
250.754,11.302,376.7333333,7.41E-02
251.753,11.309,376.9666667,7.45E-02
252.752,11.317,377.2333333,7.48E-02
253.75,11.323,377.4333333,7.51E-02
254.749,11.33,377.6666667,7.55E-02
255.747,11.337,377.9,7.58E-02
256.746,11.345,378.1666667,7.61E-02
257.745,11.352,378.4,7.63E-02
258.745,11.359,378.6333333,7.67E-02
259.744,11.366,378.8666667,7.70E-02
260.743,11.373,379.1,7.73E-02
261.741,11.379,379.3,7.77E-02
262.739,11.386,379.5333333,7.80E-02
263.74,11.393,379.7666667,7.84E-02
264.739,11.4,380,7.87E-02
265.739,11.407,380.2333333,7.89E-02
266.737,11.413,380.4333333,7.93E-02
267.737,11.419,380.6333333,7.95E-02
268.736,11.426,380.8666667,7.98E-02
269.735,11.432,381.0666667,8.02E-02
270.734,11.438,381.2666667,8.06E-02
271.733,11.445,381.5,8.09E-02
272.732,11.452,381.7333333,8.11E-02
273.731,11.458,381.9333333,8.14E-02
274.73,11.464,382.1333333,8.18E-02
275.728,11.471,382.3666667,8.21E-02
276.728,11.477,382.5666667,8.25E-02
277.725,11.483,382.7666667,8.27E-02
278.726,11.489,382.9666667,8.30E-02
279.724,11.495,383.1666667,8.33E-02
280.724,11.502,383.4,8.37E-02
281.723,11.508,383.6,8.40E-02
282.722,11.514,383.8,8.44E-02
283.721,11.52,384,8.47E-02
284.72,11.526,384.2,8.49E-02
285.716,11.532,384.4,8.52E-02
286.718,11.537,384.5666667,8.55E-02
287.716,11.543,384.7666667,8.59E-02
288.716,11.549,384.9666667,8.62E-02
289.714,11.554,385.1333333,8.66E-02
290.714,11.56,385.3333333,8.69E-02
291.713,11.566,385.5333333,8.72E-02
292.71,11.572,385.7333333,8.75E-02
293.71,11.577,385.9,8.78E-02
294.71,11.582,386.0666667,8.82E-02
295.709,11.588,386.2666667,8.85E-02
296.708,11.594,386.4666667,8.88E-02
297.707,11.599,386.6333333,8.91E-02
298.706,11.604,386.8,8.95E-02
299.705,11.609,386.9666667,8.99E-02
300.702,11.614,387.1333333,9.02E-02
301.703,11.62,387.3333333,9.04E-02
302.701,11.626,387.5333333,9.07E-02
303.701,11.631,387.7,9.11E-02
304.699,11.637,387.9,9.13E-02
305.699,11.642,388.0666667,9.17E-02
306.699,11.648,388.2666667,9.21E-02
307.697,11.652,388.4,9.24E-02
308.696,11.658,388.6,9.27E-02
309.694,11.663,388.7666667,9.30E-02
310.693,11.668,388.9333333,9.34E-02
311.693,11.673,389.1,9.38E-02
312.692,11.678,389.2666667,9.41E-02
313.691,11.683,389.4333333,9.44E-02
314.69,11.688,389.6,9.46E-02
315.689,11.693,389.7666667,9.49E-02
316.687,11.699,389.9666667,9.53E-02
317.687,11.704,390.1333333,9.57E-02
318.686,11.709,390.3,9.61E-02
319.685,11.713,390.4333333,9.64E-02
320.685,11.718,390.6,9.67E-02
321.683,11.724,390.8,9.70E-02
322.682,11.727,390.9,9.73E-02
323.681,11.732,391.0666667,9.76E-02
324.681,11.737,391.2333333,9.80E-02
325.679,11.742,391.4,9.83E-02
326.678,11.746,391.5333333,9.87E-02
327.677,11.751,391.7,9.89E-02
328.677,11.755,391.8333333,9.92E-02
329.675,11.76,392,9.96E-02
330.674,11.765,392.1666667,1.00E-01
331.674,11.77,392.3333333,1.00E-01
332.673,11.774,392.4666667,1.01E-01
333.672,11.779,392.6333333,1.01E-01
334.67,11.784,392.8,1.01E-01
335.669,11.788,392.9333333,1.02E-01
336.668,11.792,393.0666667,1.02E-01
337.668,11.796,393.2,1.02E-01
338.666,11.801,393.3666667,1.03E-01
339.665,11.805,393.5,1.03E-01
340.664,11.81,393.6666667,1.03E-01
341.664,11.814,393.8,1.04E-01
342.662,11.818,393.9333333,1.04E-01
343.662,11.823,394.1,1.04E-01
344.66,11.827,394.2333333,1.05E-01
345.66,11.83,394.3333333,1.05E-01
346.659,11.835,394.5,1.05E-01
347.658,11.84,394.6666667,1.06E-01
348.656,11.844,394.8,1.06E-01
349.656,11.847,394.9,1.06E-01
350.655,11.851,395.0333333,1.07E-01
351.653,11.856,395.2,1.07E-01
352.651,11.86,395.3333333,1.07E-01
353.651,11.865,395.5,1.08E-01
354.65,11.866,395.5333333,1.08E-01
355.648,11.871,395.7,1.08E-01
356.648,11.875,395.8333333,1.09E-01
357.647,11.88,396,1.09E-01
358.645,11.883,396.1,1.09E-01
359.645,11.887,396.2333333,1.10E-01
360.644,11.89,396.3333333,1.10E-01
361.644,11.895,396.5,1.10E-01
362.641,11.899,396.6333333,1.11E-01
363.641,11.903,396.7666667,1.11E-01
364.638,11.906,396.8666667,1.11E-01
365.64,11.91,397,1.12E-01
366.638,11.914,397.1333333,1.12E-01
367.637,11.917,397.2333333,1.12E-01
368.637,11.921,397.3666667,1.13E-01
369.636,11.925,397.5,1.13E-01
370.635,11.929,397.6333333,1.13E-01
371.632,11.932,397.7333333,1.14E-01
372.631,11.935,397.8333333,1.14E-01
373.632,11.94,398,1.14E-01
374.63,11.943,398.1,1.15E-01
375.63,11.946,398.2,1.15E-01
376.628,11.95,398.3333333,1.16E-01
377.628,11.954,398.4666667,1.16E-01
378.627,11.957,398.5666667,1.16E-01
379.626,11.96,398.6666667,1.16E-01
380.624,11.964,398.8,1.17E-01
381.624,11.966,398.8666667,1.17E-01
382.622,11.97,399,1.18E-01
383.622,11.975,399.1666667,1.18E-01
384.621,11.977,399.2333333,1.18E-01
385.62,11.98,399.3333333,1.19E-01
386.618,11.985,399.5,1.19E-01
387.618,11.987,399.5666667,1.19E-01
388.617,11.99,399.6666667,1.20E-01
389.615,11.995,399.8333333,1.20E-01
390.615,11.997,399.9,1.20E-01
391.614,12,400,1.21E-01
392.612,12.004,400.1333333,1.21E-01
393.612,12.007,400.2333333,1.21E-01
394.611,12.01,400.3333333,1.22E-01
395.609,12.014,400.4666667,1.22E-01
396.608,12.015,400.5,1.22E-01
397.608,12.02,400.6666667,1.23E-01
398.607,12.023,400.7666667,1.23E-01
399.605,12.025,400.8333333,1.23E-01
400.605,12.029,400.9666667,1.24E-01
401.604,12.03,401,1.24E-01
402.602,12.035,401.1666667,1.24E-01
403.602,12.037,401.2333333,1.25E-01
404.599,12.04,401.3333333,1.25E-01
405.599,12.043,401.4333333,1.26E-01
406.599,12.045,401.5,1.26E-01
407.598,12.05,401.6666667,1.26E-01
408.597,12.051,401.7,1.27E-01
409.596,12.055,401.8333333,1.27E-01
410.595,12.057,401.9,1.27E-01
411.595,12.06,402,1.28E-01
412.592,12.062,402.0666667,1.28E-01
413.593,12.065,402.1666667,1.28E-01
414.59,12.069,402.3,1.29E-01
415.591,12.072,402.4,1.29E-01
416.587,12.075,402.5,1.29E-01
417.588,12.075,402.5,1.30E-01
418.587,12.08,402.6666667,1.30E-01
419.586,12.082,402.7333333,1.30E-01
420.585,12.085,402.8333333,1.31E-01
421.584,12.087,402.9,1.31E-01
422.582,12.09,403,1.31E-01
423.583,12.092,403.0666667,1.32E-01
424.581,12.095,403.1666667,1.32E-01
425.579,12.098,403.2666667,1.33E-01
426.578,12.1,403.3333333,1.33E-01
427.579,12.104,403.4666667,1.33E-01
428.576,12.105,403.5,1.34E-01
429.577,12.109,403.6333333,1.34E-01
430.575,12.11,403.6666667,1.34E-01
431.574,12.114,403.8,1.35E-01
432.572,12.115,403.8333333,1.35E-01
433.572,12.12,404,1.35E-01
434.571,12.12,404,1.36E-01
435.571,12.123,404.1,1.36E-01
436.568,12.125,404.1666667,1.36E-01
437.569,12.13,404.3333333,1.37E-01
438.566,12.13,404.3333333,1.37E-01
439.566,12.133,404.4333333,1.38E-01
440.566,12.135,404.5,1.38E-01
441.562,12.138,404.6,1.38E-01
442.561,12.14,404.6666667,1.39E-01
443.56,12.14,404.6666667,1.39E-01
444.56,12.145,404.8333333,1.39E-01
445.56,12.146,404.8666667,1.40E-01
446.558,12.15,405,1.40E-01
447.558,12.15,405,1.40E-01
448.558,12.154,405.1333333,1.41E-01
449.555,12.155,405.1666667,1.41E-01
450.556,12.157,405.2333333,1.41E-01
451.554,12.16,405.3333333,1.42E-01
452.552,12.161,405.3666667,1.42E-01
453.55,12.165,405.5,1.43E-01
454.551,12.166,405.5333333,1.43E-01
455.548,12.17,405.6666667,1.43E-01
456.549,12.17,405.6666667,1.44E-01
457.548,12.172,405.7333333,1.44E-01
458.548,12.175,405.8333333,1.44E-01
459.546,12.177,405.9,1.45E-01
460.544,12.18,406,1.45E-01
461.543,12.181,406.0333333,1.45E-01
462.543,12.185,406.1666667,1.46E-01
463.543,12.185,406.1666667,1.46E-01
464.541,12.189,406.3,1.46E-01
465.541,12.19,406.3333333,1.47E-01
466.539,12.19,406.3333333,1.47E-01
467.536,12.195,406.5,1.48E-01
468.538,12.195,406.5,1.48E-01
469.536,12.198,406.6,1.48E-01
470.537,12.2,406.6666667,1.49E-01
471.534,12.2,406.6666667,1.49E-01
472.533,12.205,406.8333333,1.49E-01
473.533,12.205,406.8333333,1.50E-01
474.531,12.206,406.8666667,1.50E-01
475.531,12.21,407,1.50E-01
476.529,12.21,407,1.51E-01
477.527,12.212,407.0666667,1.51E-01
478.528,12.215,407.1666667,1.51E-01
479.526,12.215,407.1666667,1.52E-01
480.526,12.218,407.2666667,1.52E-01
481.524,12.22,407.3333333,1.53E-01
482.523,12.22,407.3333333,1.53E-01
483.522,12.222,407.4,1.53E-01
484.521,12.225,407.5,1.54E-01
485.521,12.225,407.5,1.54E-01
486.52,12.229,407.6333333,1.54E-01
487.519,12.23,407.6666667,1.55E-01
488.517,12.23,407.6666667,1.55E-01
489.517,12.234,407.8,1.55E-01
490.513,12.235,407.8333333,1.56E-01
491.515,12.235,407.8333333,1.56E-01
492.513,12.238,407.9333333,1.57E-01
493.511,12.24,408,1.57E-01
494.511,12.24,408,1.57E-01
495.511,12.243,408.1,1.58E-01
496.51,12.245,408.1666667,1.58E-01
497.508,12.245,408.1666667,1.58E-01
498.508,12.25,408.3333333,1.59E-01
499.507,12.25,408.3333333,1.59E-01
500.506,12.25,408.3333333,1.60E-01
501.505,12.252,408.4,1.60E-01
502.502,12.255,408.5,1.60E-01
503.502,12.255,408.5,1.61E-01
504.502,12.256,408.5333333,1.61E-01
505.5,12.26,408.6666667,1.61E-01
506.499,12.26,408.6666667,1.62E-01
507.498,12.264,408.8,1.62E-01
508.496,12.265,408.8333333,1.62E-01
509.497,12.265,408.8333333,1.63E-01
510.494,12.265,408.8333333,1.63E-01
511.493,12.269,408.9666667,1.63E-01
512.493,12.27,409,1.64E-01
513.491,12.27,409,1.64E-01
514.49,12.273,409.1,1.65E-01
515.491,12.275,409.1666667,1.65E-01
516.49,12.275,409.1666667,1.65E-01
517.488,12.275,409.1666667,1.66E-01
518.487,12.28,409.3333333,1.66E-01
519.486,12.28,409.3333333,1.66E-01
520.485,12.28,409.3333333,1.67E-01
521.483,12.281,409.3666667,1.67E-01
522.484,12.285,409.5,1.68E-01
523.482,12.285,409.5,1.68E-01
524.483,12.285,409.5,1.68E-01
525.48,12.289,409.6333333,1.69E-01
526.48,12.29,409.6666667,1.69E-01
527.479,12.29,409.6666667,1.70E-01
528.478,12.29,409.6666667,1.70E-01
529.475,12.291,409.7,1.70E-01
530.475,12.295,409.8333333,1.71E-01
531.473,12.295,409.8333333,1.71E-01
532.472,12.295,409.8333333,1.71E-01
533.472,12.295,409.8333333,1.72E-01
534.472,12.299,409.9666667,1.72E-01
535.471,12.3,410,1.73E-01
536.471,12.3,410,1.73E-01
537.467,12.3,410,1.73E-01
538.469,12.302,410.0666667,1.74E-01
539.467,12.305,410.1666667,1.74E-01
540.465,12.305,410.1666667,1.74E-01
541.466,12.305,410.1666667,1.75E-01
542.464,12.306,410.2,1.75E-01
543.463,12.31,410.3333333,1.76E-01
544.463,12.31,410.3333333,1.76E-01
545.459,12.31,410.3333333,1.76E-01
546.459,12.31,410.3333333,1.77E-01
547.459,12.31,410.3333333,1.77E-01
548.457,12.314,410.4666667,1.77E-01
549.456,12.315,410.5,1.78E-01
550.457,12.315,410.5,1.78E-01
551.455,12.315,410.5,1.79E-01
552.452,12.316,410.5333333,1.79E-01
553.452,12.32,410.6666667,1.79E-01
554.453,12.32,410.6666667,1.80E-01
555.451,12.32,410.6666667,1.80E-01
556.45,12.32,410.6666667,1.80E-01
557.449,12.323,410.7666667,1.81E-01
558.448,12.325,410.8333333,1.81E-01
559.447,12.325,410.8333333,1.82E-01
560.447,12.325,410.8333333,1.82E-01
561.446,12.325,410.8333333,1.82E-01
562.444,12.325,410.8333333,1.83E-01
563.442,12.325,410.8333333,1.83E-01
564.442,12.33,411,1.84E-01
565.439,12.33,411,1.84E-01
566.439,12.33,411,1.84E-01
567.439,12.33,411,1.85E-01
568.438,12.33,411,1.85E-01
569.438,12.332,411.0666667,1.85E-01
570.437,12.335,411.1666667,1.86E-01
571.436,12.335,411.1666667,1.86E-01
572.432,12.335,411.1666667,1.87E-01
573.434,12.335,411.1666667,1.87E-01
574.432,12.335,411.1666667,1.87E-01
575.43,12.338,411.2666667,1.88E-01
576.43,12.34,411.3333333,1.88E-01
577.429,12.34,411.3333333,1.89E-01
578.428,12.34,411.3333333,1.89E-01
579.428,12.34,411.3333333,1.89E-01
580.425,12.34,411.3333333,1.90E-01
581.424,12.341,411.3666667,1.90E-01
582.424,12.345,411.5,1.91E-01
583.422,12.345,411.5,1.91E-01
584.422,12.345,411.5,1.91E-01
585.421,12.345,411.5,1.92E-01
586.421,12.345,411.5,1.92E-01
587.42,12.345,411.5,1.92E-01
588.416,12.345,411.5,1.93E-01
589.417,12.349,411.6333333,1.93E-01
590.417,12.35,411.6666667,1.94E-01
591.416,12.35,411.6666667,1.94E-01
592.414,12.35,411.6666667,1.94E-01
593.414,12.35,411.6666667,1.95E-01
594.412,12.35,411.6666667,1.95E-01
595.411,12.35,411.6666667,1.96E-01
596.411,12.354,411.8,1.96E-01
597.41,12.355,411.8333333,1.96E-01
598.409,12.355,411.8333333,1.97E-01
599.406,12.355,411.8333333,1.97E-01
600.405,12.355,411.8333333,1.97E-01
601.406,12.355,411.8333333,1.98E-01
602.404,12.355,411.8333333,1.98E-01
603.404,12.355,411.8333333,1.99E-01
604.401,12.356,411.8666667,1.99E-01
605.4,12.36,412,2.00E-01
606.4,12.36,412,2.00E-01
607.4,12.36,412,2.00E-01
608.399,12.36,412,2.01E-01
609.398,12.36,412,2.01E-01
610.397,12.36,412,2.01E-01
611.396,12.36,412,2.02E-01
612.393,12.36,412,2.02E-01
613.394,12.36,412,2.03E-01
614.391,12.363,412.1,2.03E-01
615.391,12.365,412.1666667,2.04E-01
616.391,12.365,412.1666667,2.04E-01
617.39,12.365,412.1666667,2.04E-01
618.388,12.365,412.1666667,2.05E-01
619.387,12.365,412.1666667,2.05E-01
620.386,12.365,412.1666667,2.06E-01
621.386,12.365,412.1666667,2.06E-01
622.385,12.365,412.1666667,2.06E-01
623.383,12.365,412.1666667,2.07E-01
624.383,12.365,412.1666667,2.07E-01
625.382,12.365,412.1666667,2.08E-01
626.381,12.365,412.1666667,2.08E-01
627.38,12.365,412.1666667,2.08E-01
628.38,12.365,412.1666667,2.09E-01
629.378,12.368,412.2666667,2.09E-01
630.376,12.37,412.3333333,2.10E-01
631.375,12.37,412.3333333,2.10E-01
632.374,12.37,412.3333333,2.10E-01
633.373,12.37,412.3333333,2.11E-01
634.371,12.37,412.3333333,2.11E-01
635.372,12.37,412.3333333,2.12E-01
636.371,12.37,412.3333333,2.12E-01
637.369,12.37,412.3333333,2.12E-01
638.367,12.37,412.3333333,2.13E-01
639.367,12.37,412.3333333,2.13E-01
640.367,12.37,412.3333333,2.14E-01
641.367,12.37,412.3333333,2.14E-01
642.364,12.372,412.4,2.14E-01
643.363,12.375,412.5,2.15E-01
644.362,12.375,412.5,2.15E-01
645.362,12.375,412.5,2.16E-01
646.359,12.375,412.5,2.16E-01
647.359,12.375,412.5,2.17E-01
648.359,12.375,412.5,2.17E-01
649.358,12.375,412.5,2.17E-01
650.357,12.375,412.5,2.18E-01
651.357,12.375,412.5,2.18E-01
652.355,12.375,412.5,2.19E-01
653.354,12.375,412.5,2.19E-01
654.353,12.375,412.5,2.20E-01
655.35,12.375,412.5,2.20E-01
656.35,12.375,412.5,2.20E-01
657.351,12.375,412.5,2.21E-01
658.347,12.375,412.5,2.21E-01
659.348,12.375,412.5,2.22E-01
660.346,12.375,412.5,2.22E-01
661.346,12.375,412.5,2.22E-01
662.344,12.375,412.5,2.23E-01
663.344,12.375,412.5,2.23E-01
664.343,12.375,412.5,2.24E-01
665.34,12.375,412.5,2.24E-01
666.341,12.375,412.5,2.25E-01
667.339,12.375,412.5,2.25E-01
668.339,12.375,412.5,2.26E-01
669.338,12.375,412.5,2.26E-01
670.336,12.375,412.5,2.26E-01
671.337,12.375,412.5,2.27E-01
672.336,12.375,412.5,2.27E-01
673.335,12.375,412.5,2.28E-01
674.334,12.375,412.5,2.28E-01
675.333,12.375,412.5,2.28E-01
676.331,12.375,412.5,2.29E-01
677.33,12.375,412.5,2.29E-01
678.327,12.375,412.5,2.30E-01
679.327,12.375,412.5,2.30E-01
680.328,12.375,412.5,2.31E-01
681.326,12.375,412.5,2.31E-01
682.326,12.375,412.5,2.31E-01
683.325,12.375,412.5,2.32E-01
684.323,12.375,412.5,2.32E-01
685.322,12.375,412.5,2.33E-01
686.322,12.375,412.5,2.33E-01
687.321,12.375,412.5,2.34E-01
688.318,12.375,412.5,2.34E-01
689.317,12.375,412.5,2.35E-01
690.317,12.375,412.5,2.35E-01
691.316,12.375,412.5,2.35E-01
692.315,12.375,412.5,2.36E-01
693.314,12.375,412.5,2.36E-01
