Customer	SGCC_1.5
TestDate	4/4/2026
Coil No/Packet No	00-03
Type	Flat
Size(mm)	20*1.53
So(mm^2)	30.60
Lo(mm)	85
Lu(mm)	
A(%)	/
Su(mm^2)	/
Z(%)	/
Fm(kgf)	1392.1
Rm(MPa)	415
FeH(kgf)	/
ReH(MPa)	/
FeL(kgf)	/
ReL(MPa)	/
Fp(kgf)	1.316
Rp(MPa)	0
Ft(kgf)	/
Rt(MPa)	/
E(GPa)	/


-----------Curve----------
Time	Load	Elong	Disp	Stress	Strain	TrueStress	TrueStrain
106.892	10.839	0.0000	3.545	354.203	0.000	354.203	0.000
107.892	10.835	0.0000	3.578	354.098	0.000	354.098	0.000
108.89	10.880	0.0000	3.612	355.559	0.000	355.559	0.000
109.889	10.871	0.0000	3.645	355.248	0.000	355.248	0.000
110.888	10.803	0.0000	3.678	353.042	0.000	353.042	0.000
111.888	10.768	0.0000	3.711	351.905	0.000	351.905	0.000
112.887	10.763	0.0000	3.745	351.745	0.000	351.745	0.000
113.885	10.805	0.0000	3.778	353.091	0.000	353.091	0.000
114.884	10.842	0.0000	3.811	354.297	0.000	354.297	0.000
115.885	10.868	0.0000	3.845	355.150	0.000	355.150	0.000
116.882	10.891	0.0000	3.878	355.925	0.000	355.925	0.000
117.882	10.909	0.0000	3.911	356.516	0.000	356.516	0.000
118.881	10.922	0.0000	3.945	356.941	0.000	356.941	0.000
119.878	10.930	0.0000	3.978	357.190	0.000	357.190	0.000
120.88	10.936	0.0000	4.011	357.389	0.000	357.389	0.000
121.877	10.940	0.0000	4.044	357.529	0.000	357.529	0.000
122.877	10.945	0.0000	4.078	357.680	0.000	357.680	0.000
123.875	10.885	0.0000	4.111	355.719	0.000	355.719	0.000
124.874	10.848	0.0000	4.144	354.510	0.000	354.510	0.000
125.873	10.891	0.0000	4.178	355.902	0.000	355.902	0.000
126.874	10.924	0.0000	4.211	356.997	0.000	356.997	0.000
127.872	10.933	0.0000	4.244	357.297	0.000	357.297	0.000
128.871	10.932	0.0000	4.278	357.252	0.000	357.252	0.000
129.868	10.935	0.0000	4.311	357.353	0.000	357.353	0.000
130.868	10.934	0.0000	4.344	357.330	0.000	357.330	0.000
131.867	10.908	0.0000	4.377	356.477	0.000	356.477	0.000
132.868	10.885	0.0000	4.411	355.729	0.000	355.729	0.000
133.866	10.867	0.0000	4.444	355.118	0.000	355.118	0.000
134.865	10.857	0.0000	4.477	354.810	0.000	354.810	0.000
135.865	10.887	0.0000	4.511	355.794	0.000	355.794	0.000
136.863	10.916	0.0000	4.544	356.729	0.000	356.729	0.000
137.863	10.948	0.0000	4.577	357.781	0.000	357.781	0.000
138.862	10.911	0.0000	4.611	356.552	0.000	356.552	0.000
139.861	10.870	0.0000	4.644	355.219	0.000	355.219	0.000
140.858	10.792	0.0000	4.677	352.670	0.000	352.670	0.000
141.858	10.788	0.0000	4.710	352.546	0.000	352.546	0.000
142.858	10.818	0.0000	4.744	353.523	0.000	353.523	0.000
143.857	10.843	0.0000	4.777	354.337	0.000	354.337	0.000
144.855	10.861	0.0000	4.810	354.925	0.000	354.925	0.000
145.852	10.872	0.0000	4.844	355.304	0.000	355.304	0.000
146.852	10.888	0.0000	4.877	355.801	0.000	355.801	0.000
147.852	10.900	0.0000	4.910	356.206	0.000	356.206	0.000
148.85	10.905	0.0000	4.944	356.373	0.000	356.373	0.000
149.85	10.896	0.0000	4.977	356.085	0.000	356.085	0.000
150.848	10.824	0.0000	5.010	353.725	0.000	353.725	0.000
151.848	10.764	0.0000	5.043	351.771	0.000	351.771	0.000
152.847	10.796	0.0000	5.077	352.801	0.000	352.801	0.000
153.847	10.834	0.0000	5.110	354.065	0.000	354.065	0.000
154.844	10.863	0.0000	5.143	355.007	0.000	355.007	0.000
155.843	10.894	0.0000	5.177	356.010	0.000	356.010	0.000
156.843	10.920	0.0000	5.210	356.876	0.000	356.876	0.000
157.842	10.941	0.0000	5.243	357.556	0.000	357.556	0.000
158.842	10.957	0.0000	5.277	358.072	0.000	358.072	0.000
159.84	10.966	0.0000	5.310	358.379	0.000	358.379	0.000
160.84	10.969	0.0000	5.343	358.467	0.000	358.467	0.000
161.838	10.963	0.0000	5.376	358.261	0.000	358.261	0.000
162.836	10.875	0.0000	5.410	355.379	0.000	355.379	0.000
163.836	10.708	0.0000	5.443	349.928	0.000	349.928	0.000
164.835	10.663	0.0000	5.476	348.461	0.000	348.461	0.000
165.835	10.638	0.0000	5.510	347.641	0.000	347.641	0.000
166.833	10.610	0.0000	5.543	346.735	0.000	346.735	0.000
167.833	10.602	0.0000	5.576	346.480	0.000	346.480	0.000
168.832	10.618	0.0000	5.610	346.977	0.000	346.977	0.000
169.832	10.635	0.0000	5.643	347.539	0.000	347.539	0.000
170.83	10.647	0.0000	5.676	347.948	0.000	347.948	0.000
171.829	10.619	0.0000	5.709	347.036	0.000	347.036	0.000
172.828	10.637	0.0000	5.743	347.601	0.000	347.601	0.000
173.827	10.684	0.0000	5.776	349.157	0.000	349.157	0.000
174.826	10.723	0.0000	5.809	350.418	0.000	350.418	0.000
175.825	10.749	0.0000	5.843	351.284	0.000	351.284	0.000
176.824	10.753	0.0000	5.876	351.389	0.000	351.389	0.000
177.822	10.746	0.0000	5.909	351.183	0.000	351.183	0.000
178.823	10.708	0.0000	5.943	349.941	0.000	349.941	0.000
179.821	10.610	0.0000	5.976	346.735	0.000	346.735	0.000
180.821	10.586	0.0000	6.009	345.954	0.000	345.954	0.000
181.819	10.593	0.0000	6.042	346.190	0.000	346.190	0.000
182.818	10.601	0.0000	6.076	346.422	0.000	346.422	0.000
183.817	10.598	0.0000	6.109	346.337	0.000	346.337	0.000
184.817	10.592	0.0000	6.142	346.154	0.000	346.154	0.000
185.816	10.619	0.0000	6.176	347.029	0.000	347.029	0.000
186.814	10.640	0.0000	6.209	347.716	0.000	347.716	0.000
187.814	10.664	0.0000	6.242	348.480	0.000	348.480	0.000
188.811	10.627	0.0000	6.276	347.278	0.000	347.278	0.000
189.811	10.581	0.0000	6.309	345.768	0.000	345.768	0.000
190.811	10.536	0.0000	6.342	344.324	0.000	344.324	0.000
191.81	10.524	0.0000	6.375	343.915	0.000	343.915	0.000
192.808	10.526	0.0000	6.409	343.987	0.000	343.987	0.000
193.807	10.545	0.0000	6.442	344.605	0.000	344.605	0.000
194.807	10.570	0.0000	6.475	345.428	0.000	345.428	0.000
195.806	10.594	0.0000	6.509	346.203	0.000	346.203	0.000
196.804	10.623	0.0000	6.542	347.163	0.000	347.163	0.000
197.804	10.660	0.0000	6.575	348.359	0.000	348.359	0.000
198.803	10.695	0.0000	6.609	349.520	0.000	349.520	0.000
199.802	10.727	0.0000	6.642	350.546	0.000	350.546	0.000
200.8	10.761	0.0000	6.675	351.657	0.000	351.657	0.000
201.8	10.781	0.0000	6.708	352.333	0.000	352.333	0.000
202.797	10.797	0.0000	6.742	352.853	0.000	352.853	0.000
203.797	10.839	0.0000	6.775	354.216	0.000	354.216	0.000
204.796	10.881	0.0000	6.808	355.591	0.000	355.591	0.000
205.796	10.912	0.0000	6.842	356.601	0.000	356.601	0.000
206.795	10.947	0.0000	6.875	357.732	0.000	357.732	0.000
207.794	10.981	0.0000	6.908	358.856	0.000	358.856	0.000
208.793	11.009	0.0000	6.942	359.755	0.000	359.755	0.000
209.791	11.037	0.0000	6.975	360.693	0.000	360.693	0.000
210.791	11.062	0.0000	7.008	361.503	0.000	361.503	0.000
211.789	11.086	0.0000	7.041	362.288	0.000	362.288	0.000
212.789	11.109	0.0000	7.075	363.036	0.000	363.036	0.000
213.788	11.130	0.0000	7.108	363.712	0.000	363.712	0.000
214.787	11.151	0.0000	7.141	364.418	0.000	364.418	0.000
215.786	11.171	0.0000	7.175	365.078	0.000	365.078	0.000
216.784	11.190	0.0000	7.208	365.683	0.000	365.683	0.000
217.784	11.207	0.0000	7.241	366.245	0.000	366.245	0.000
218.782	11.223	0.0000	7.275	366.765	0.000	366.765	0.000
219.782	11.239	0.0000	7.308	367.271	0.000	367.271	0.000
220.78	11.251	0.0000	7.341	367.686	0.000	367.686	0.000
221.777	11.265	0.0000	7.374	368.141	0.000	368.141	0.000
222.779	11.278	0.0000	7.408	368.575	0.000	368.575	0.000
223.778	11.291	0.0000	7.441	368.977	0.000	368.977	0.000
224.777	11.302	0.0000	7.474	369.343	0.000	369.343	0.000
225.775	11.312	0.0000	7.508	369.686	0.000	369.686	0.000
226.773	11.323	0.0000	7.541	370.026	0.000	370.026	0.000
227.774	11.332	0.0000	7.574	370.337	0.000	370.337	0.000
228.773	11.342	0.0000	7.608	370.637	0.000	370.637	0.000
229.77	11.351	0.0000	7.641	370.938	0.000	370.938	0.000
230.769	11.360	0.0000	7.674	371.252	0.000	371.252	0.000
231.768	11.369	0.0000	7.707	371.526	0.000	371.526	0.000
232.767	11.378	0.0000	7.741	371.817	0.000	371.817	0.000
233.767	11.387	0.0000	7.774	372.127	0.000	372.127	0.000
234.765	11.396	0.0000	7.807	372.415	0.000	372.415	0.000
235.765	11.403	0.0000	7.841	372.657	0.000	372.657	0.000
236.765	11.412	0.0000	7.874	372.948	0.000	372.948	0.000
237.764	11.419	0.0000	7.907	373.173	0.000	373.173	0.000
238.762	11.424	0.0000	7.941	373.317	0.000	373.317	0.000
239.761	11.436	0.0000	7.974	373.712	0.000	373.712	0.000
240.76	11.444	0.0000	8.007	373.993	0.000	373.993	0.000
241.76	11.453	0.0000	8.040	374.265	0.000	374.265	0.000
242.759	11.461	0.0000	8.074	374.533	0.000	374.533	0.000
243.758	11.468	0.0000	8.107	374.765	0.000	374.765	0.000
244.757	11.476	0.0000	8.140	375.023	0.000	375.023	0.000
245.755	11.483	0.0000	8.174	375.271	0.000	375.271	0.000
246.754	11.491	0.0000	8.207	375.529	0.000	375.529	0.000
247.754	11.499	0.0000	8.240	375.771	0.000	375.771	0.000
248.752	11.507	0.0000	8.274	376.033	0.000	376.033	0.000
249.751	11.514	0.0000	8.307	376.275	0.000	376.275	0.000
250.748	11.522	0.0000	8.340	376.546	0.000	376.546	0.000
251.75	11.530	0.0000	8.373	376.784	0.000	376.784	0.000
252.749	11.537	0.0000	8.407	377.023	0.000	377.023	0.000
253.747	11.544	0.0000	8.440	377.261	0.000	377.261	0.000
254.746	11.552	0.0000	8.473	377.513	0.000	377.513	0.000
255.745	11.559	0.0000	8.507	377.735	0.000	377.735	0.000
256.746	11.567	0.0000	8.540	377.990	0.000	377.990	0.000
257.743	11.573	0.0000	8.573	378.186	0.000	378.186	0.000
258.743	11.579	0.0000	8.607	378.392	0.000	378.392	0.000
259.742	11.587	0.0000	8.640	378.663	0.000	378.663	0.000
260.741	11.594	0.0000	8.673	378.876	0.000	378.876	0.000
261.74	11.601	0.0000	8.706	379.131	0.000	379.131	0.000
262.738	11.608	0.0000	8.740	379.340	0.000	379.340	0.000
263.738	11.615	0.0000	8.773	379.582	0.000	379.582	0.000
264.737	11.622	0.0000	8.806	379.807	0.000	379.807	0.000
265.735	11.628	0.0000	8.840	380.003	0.000	380.003	0.000
266.734	11.634	0.0000	8.873	380.209	0.000	380.209	0.000
267.733	11.642	0.0000	8.906	380.461	0.000	380.461	0.000
268.733	11.649	0.0000	8.940	380.673	0.000	380.673	0.000
269.731	11.656	0.0000	8.973	380.912	0.000	380.912	0.000
270.729	11.662	0.0000	9.006	381.124	0.000	381.124	0.000
271.731	11.669	0.0000	9.039	381.324	0.000	381.324	0.000
272.729	11.676	0.0000	9.073	381.552	0.000	381.552	0.000
273.726	11.682	0.0000	9.106	381.768	0.000	381.768	0.000
274.727	11.688	0.0000	9.139	381.961	0.000	381.961	0.000
275.725	11.694	0.0000	9.173	382.144	0.000	382.144	0.000
276.724	11.701	0.0000	9.206	382.373	0.000	382.373	0.000
277.725	11.707	0.0000	9.239	382.585	0.000	382.585	0.000
278.722	11.713	0.0000	9.273	382.778	0.000	382.778	0.000
279.722	11.719	0.0000	9.306	382.984	0.000	382.984	0.000
280.719	11.727	0.0000	9.339	383.219	0.000	383.219	0.000
281.719	11.732	0.0000	9.372	383.408	0.000	383.408	0.000
282.719	11.738	0.0000	9.406	383.598	0.000	383.598	0.000
283.717	11.744	0.0000	9.439	383.804	0.000	383.804	0.000
284.717	11.751	0.0000	9.472	384.033	0.000	384.033	0.000
285.715	11.758	0.0000	9.506	384.235	0.000	384.235	0.000
286.715	11.763	0.0000	9.539	384.425	0.000	384.425	0.000
287.712	11.769	0.0000	9.572	384.614	0.000	384.614	0.000
288.712	11.775	0.0000	9.606	384.814	0.000	384.814	0.000
289.711	11.781	0.0000	9.639	385.010	0.000	385.010	0.000
290.712	11.787	0.0000	9.672	385.196	0.000	385.196	0.000
291.711	11.793	0.0000	9.705	385.392	0.000	385.392	0.000
292.707	11.798	0.0000	9.739	385.569	0.000	385.569	0.000
293.708	11.805	0.0000	9.772	385.781	0.000	385.781	0.000
294.706	11.811	0.0000	9.805	385.974	0.000	385.974	0.000
295.706	11.816	0.0000	9.839	386.147	0.000	386.147	0.000
296.704	11.822	0.0000	9.872	386.337	0.000	386.337	0.000
297.705	11.828	0.0000	9.905	386.536	0.000	386.536	0.000
298.703	11.833	0.0000	9.939	386.709	0.000	386.709	0.000
299.701	11.839	0.0000	9.972	386.902	0.000	386.902	0.000
300.7	11.845	0.0000	10.005	387.088	0.000	387.088	0.000
301.7	11.850	0.0000	10.039	387.268	0.000	387.268	0.000
302.697	11.856	0.0000	10.072	387.448	0.000	387.448	0.000
303.698	11.862	0.0000	10.105	387.637	0.000	387.637	0.000
304.697	11.867	0.0000	10.138	387.814	0.000	387.814	0.000
305.695	11.872	0.0000	10.172	387.984	0.000	387.984	0.000
306.693	11.878	0.0000	10.205	388.180	0.000	388.180	0.000
307.694	11.884	0.0000	10.238	388.350	0.000	388.350	0.000
308.692	11.889	0.0000	10.272	388.523	0.000	388.523	0.000
309.692	11.894	0.0000	10.305	388.703	0.000	388.703	0.000
310.692	11.900	0.0000	10.338	388.882	0.000	388.882	0.000
311.69	11.905	0.0000	10.372	389.046	0.000	389.046	0.000
312.688	11.909	0.0000	10.405	389.196	0.000	389.196	0.000
313.689	11.915	0.0000	10.438	389.369	0.000	389.369	0.000
314.688	11.920	0.0000	10.471	389.536	0.000	389.536	0.000
315.686	11.926	0.0000	10.505	389.725	0.000	389.725	0.000
316.684	11.931	0.0000	10.538	389.905	0.000	389.905	0.000
317.685	11.936	0.0000	10.571	390.052	0.000	390.052	0.000
318.683	11.941	0.0000	10.605	390.219	0.000	390.219	0.000
319.683	11.946	0.0000	10.638	390.389	0.000	390.389	0.000
320.681	11.951	0.0000	10.671	390.565	0.000	390.565	0.000
321.68	11.956	0.0000	10.705	390.706	0.000	390.706	0.000
322.677	11.961	0.0000	10.738	390.882	0.000	390.882	0.000
323.678	11.966	0.0000	10.771	391.036	0.000	391.036	0.000
324.676	11.971	0.0000	10.804	391.193	0.000	391.193	0.000
325.676	11.975	0.0000	10.838	391.343	0.000	391.343	0.000
326.673	11.980	0.0000	10.871	391.507	0.000	391.507	0.000
327.675	11.985	0.0000	10.904	391.676	0.000	391.676	0.000
328.674	11.990	0.0000	10.938	391.830	0.000	391.830	0.000
329.672	11.995	0.0000	10.971	391.993	0.000	391.993	0.000
330.671	12.000	0.0000	11.004	392.141	0.000	392.141	0.000
331.669	12.005	0.0000	11.038	392.307	0.000	392.307	0.000
332.669	12.010	0.0000	11.071	392.477	0.000	392.477	0.000
333.668	12.015	0.0000	11.104	392.634	0.000	392.634	0.000
334.666	12.020	0.0000	11.137	392.794	0.000	392.794	0.000
335.665	12.024	0.0000	11.171	392.928	0.000	392.928	0.000
336.664	12.028	0.0000	11.204	393.078	0.000	393.078	0.000
337.663	12.033	0.0000	11.237	393.239	0.000	393.239	0.000
338.663	12.037	0.0000	11.271	393.369	0.000	393.369	0.000
339.663	12.042	0.0000	11.304	393.513	0.000	393.513	0.000
340.661	12.047	0.0000	11.337	393.676	0.000	393.676	0.000
341.66	12.051	0.0000	11.371	393.807	0.000	393.807	0.000
342.659	12.055	0.0000	11.404	393.954	0.000	393.954	0.000
343.659	12.060	0.0000	11.437	394.108	0.000	394.108	0.000
344.656	12.065	0.0000	11.470	394.275	0.000	394.275	0.000
345.656	12.070	0.0000	11.504	394.441	0.000	394.441	0.000
346.657	12.074	0.0000	11.537	394.569	0.000	394.569	0.000
347.653	12.077	0.0000	11.570	394.686	0.000	394.686	0.000
348.652	12.082	0.0000	11.604	394.824	0.000	394.824	0.000
349.652	12.086	0.0000	11.637	394.961	0.000	394.961	0.000
350.651	12.090	0.0000	11.670	395.101	0.000	395.101	0.000
351.651	12.095	0.0000	11.704	395.261	0.000	395.261	0.000
352.65	12.098	0.0000	11.737	395.373	0.000	395.373	0.000
353.65	12.103	0.0000	11.770	395.516	0.000	395.516	0.000
354.648	12.108	0.0000	11.803	395.686	0.000	395.686	0.000
355.647	12.111	0.0000	11.837	395.768	0.000	395.768	0.000
356.646	12.115	0.0000	11.870	395.915	0.000	395.915	0.000
357.646	12.120	0.0000	11.903	396.065	0.000	396.065	0.000
358.644	12.123	0.0000	11.937	396.186	0.000	396.186	0.000
359.642	12.128	0.0000	11.970	396.324	0.000	396.324	0.000
360.642	12.131	0.0000	12.003	396.444	0.000	396.444	0.000
361.639	12.135	0.0000	12.037	396.575	0.000	396.575	0.000
362.639	12.140	0.0000	12.070	396.732	0.000	396.732	0.000
363.638	12.144	0.0000	12.103	396.876	0.000	396.876	0.000
364.637	12.147	0.0000	12.136	396.971	0.000	396.971	0.000
365.637	12.151	0.0000	12.170	397.095	0.000	397.095	0.000
366.634	12.155	0.0000	12.203	397.225	0.000	397.225	0.000
367.636	12.160	0.0000	12.236	397.386	0.000	397.386	0.000
368.634	12.164	0.0000	12.270	397.507	0.000	397.507	0.000
369.632	12.167	0.0000	12.303	397.614	0.000	397.614	0.000
370.632	12.171	0.0000	12.336	397.735	0.000	397.735	0.000
371.63	12.175	0.0000	12.370	397.876	0.000	397.876	0.000
372.63	12.179	0.0000	12.403	397.993	0.000	397.993	0.000
373.63	12.182	0.0000	12.436	398.118	0.000	398.118	0.000
374.626	12.185	0.0000	12.469	398.206	0.000	398.206	0.000
375.626	12.190	0.0000	12.503	398.366	0.000	398.366	0.000
376.625	12.193	0.0000	12.536	398.471	0.000	398.471	0.000
377.625	12.196	0.0000	12.569	398.569	0.000	398.569	0.000
378.624	12.200	0.0000	12.603	398.693	0.000	398.693	0.000
379.621	12.204	0.0000	12.636	398.810	0.000	398.810	0.000
380.621	12.209	0.0000	12.669	398.977	0.000	398.977	0.000
381.62	12.210	0.0000	12.703	399.020	0.000	399.020	0.000
382.62	12.215	0.0000	12.736	399.173	0.000	399.173	0.000
383.62	12.220	0.0000	12.769	399.333	0.000	399.333	0.000
384.617	12.223	0.0000	12.802	399.435	0.000	399.435	0.000
385.618	12.225	0.0000	12.836	399.516	0.000	399.516	0.000
386.615	12.230	0.0000	12.869	399.673	0.000	399.673	0.000
387.614	12.234	0.0000	12.902	399.794	0.000	399.794	0.000
388.614	12.236	0.0000	12.936	399.876	0.000	399.876	0.000
389.611	12.240	0.0000	12.969	400.000	0.000	400.000	0.000
390.612	12.243	0.0000	13.002	400.108	0.000	400.108	0.000
391.61	12.246	0.0000	13.036	400.190	0.000	400.190	0.000
392.611	12.250	0.0000	13.069	400.327	0.000	400.327	0.000
393.609	12.255	0.0000	13.102	400.484	0.000	400.484	0.000
394.607	12.256	0.0000	13.135	400.520	0.000	400.520	0.000
395.607	12.260	0.0000	13.169	400.654	0.000	400.654	0.000
396.606	12.264	0.0000	13.202	400.784	0.000	400.784	0.000
397.606	12.266	0.0000	13.235	400.846	0.000	400.846	0.000
398.603	12.270	0.0000	13.269	400.980	0.000	400.980	0.000
399.603	12.273	0.0000	13.302	401.091	0.000	401.091	0.000
400.602	12.276	0.0000	13.335	401.190	0.000	401.190	0.000
401.601	12.280	0.0000	13.369	401.307	0.000	401.307	0.000
402.6	12.284	0.0000	13.402	401.451	0.000	401.451	0.000
403.599	12.286	0.0000	13.435	401.490	0.000	401.490	0.000
404.598	12.290	0.0000	13.468	401.641	0.000	401.641	0.000
405.597	12.295	0.0000	13.502	401.797	0.000	401.797	0.000
